Estado Nome,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
Minas Gerais,,,,,,,,,,,,,0.0047,0.0047,0.0047,0.0047,0.0094,0.0094,0.0189,0.0189,0.0283,0.0661,0.0898,0.137,0.1795,0.2598,0.3921,0.6047,0.6141,0.6283,0.7228,0.8928,0.9684,1.0912,1.2329,1.2991,1.4833,1.7479,1.8754,2.0313,2.3525,2.4801,2.6407,2.9005,3.0942,3.2973,3.543,3.8075,3.85,4.176,4.2657,4.5255,4.8231,5.0877,5.4514,5.6168,5.8104,6.0608,6.1789,6.7033,6.9961,7.3127,7.4922,7.7898,8.3047,8.6306,9.1408,9.5565,10.0053,11.0871,11.5831,12.3059,13.0853,13.9025,14.7529,15.2914,15.6835,16.2267,17.6345,18.6595,19.8216,21.1349,21.7821,22.1789,23.511,24.9707,26.4351,28.32,29.9403,31.4992,32.888,35.5051,37.8434,41.0321,43.6114,45.4915,49.4313,50.4044,51.6751,56.7345,61.5718,66.1115,70.5709,74.18,75.0303,76.0648,82.6736,87.1472,94.9794,97.3792,101.0025,102.6417,104.04,110.2897,117.6543,123.068,128.9871,130.5743,136.6068,141.2315,148.0623,154.7986,183.7186,193.5207,201.9057,207.2107,212.5818,224.7837,239.5366,252.0267,264.342,275.3251,281.6694,287.6735,302.4972,315.8612,331.0817,348.6878,358.3152,362.9022,371.5044,387.4099,399.0308,412.2626,429.2876,439.1937,444.6735,451.4476,466.4461,484.5246,504.573,520.0722,531.7781,537.1965,551.0234,564.0095,583.0045,600.4405,614.0407,627.3433,631.7933,641.1703,659.7495,674.7102,695.9443,712.0057,727.1412,732.5643,739.5368
Mato Grosso do Sul,,,,,,,,,,,,,,,,,,,0.072,0.072,0.1439,0.2159,0.2519,0.3239,0.4318,0.5757,0.7557,0.7557,0.8636,0.8636,0.8996,1.0076,1.1155,1.2954,1.5833,1.7272,1.8352,1.9072,2.1591,2.231,2.339,2.375,2.8787,3.0587,3.2026,3.4905,3.5984,3.6344,4.0662,4.1382,4.3541,4.7139,5.1458,5.7935,6.0454,6.1533,6.2253,6.2973,6.6931,7.6647,7.8086,8.4203,8.5643,8.6362,8.9601,9.176,9.3919,9.5718,9.7877,9.8597,10.1836,10.3635,11.1911,11.7309,12.4506,13.0263,13.854,14.5737,15.4733,16.2649,17.2365,18.28,20.5111,22.0584,23.102,24.9372,26.8443,28.9674,30.8746,36.812,39.5828,42.6774,45.4122,48.7948,51.0258,53.5807,56.4235,59.2302,64.8438,69.2699,71.8607,76.7186,81.0727,83.6276,88.3416,93.4514,102.6633,107.989,116.4094,123.5343,127.7804,136.2008,149.8388,153.7971,167.903,179.5619,188.45,193.9916,208.1335,223.1389,234.7259,248.7598,262.9376,270.8542,276.2159,286.6153,312.2002,326.0902,337.8211,356.6049,363.0461,368.9475,384.5647,398.0948,419.9733,441.2041,466.681,474.8854,484.3853,501.4059,526.487,551.6401,568.7326,575.9655,590.2513,598.6716,625.6239,679.7084,707.8481,730.5902,756.2111,774.1673,784.5308,807.5967,842.4296,873.9519,897.3057,926.2011,935.701,958.803,995.9748,1018.8968,1047.1805,1079.0986,1104.9714,1127.8934,1142.1072,1171.7223,1171.7223
Mato Grosso,,,,,,,,,,,,,,,,,,,,,,,,,0.0287,0.0287,0.0574,0.1722,0.2009,0.2583,0.3157,0.3157,0.3157,0.3157,0.5166,0.7175,0.8036,1.1767,1.2627,1.7219,1.7219,2.1811,2.2385,2.5829,3.0995,3.2143,3.4726,3.53,3.8456,3.9604,4.3335,4.477,4.6492,4.9075,4.9936,5.1945,5.1945,5.8833,6.3137,6.9164,7.0599,7.146,7.3469,7.5478,8.3801,8.667,9.1836,9.5567,9.6715,9.8724,10.5038,11.049,12.0248,13.3162,14.4068,14.8947,15.6408,17.3341,19.3143,21.0649,22.7295,24.5949,25.8576,27.0056,28.8423,31.2817,34.0655,36.4762,39.1165,42.015,45.7459,50.0507,54.786,59.837,64.9167,69.2502,71.3165,75.65,80.8445,86.9287,97.2315,103.1148,108.7111,115.7423,121.769,129.2594,136.6637,145.9621,154.6865,164.7024,175.2923,183.3853,197.3617,211.2519,234.3544,250.397,265.8083,280.5595,294.7367,316.1747,332.0738,361.6336,384.7361,405.4567,420.5522,439.8952,467.9053,499.3879,526.7952,560.7746,583.5327,604.9994,633.6122,674.594,711.8451,757.5336,793.1201,818.662,826.2672,840.2722,858.6108,876.3466,910.2399,927.574,940.3449,993.0933,1023.7724,1074.1675,1117.2731,1177.1101,1222.1672,1241.3093,1252.3296,1295.8944,1350.1351,1402.0513,1450.3801,1494.5762,1525.37,1533.664,1582.9111,1639.1321,1678.1625,1733.6659,1789.3129,1817.6673,1827.5397,1875.3519,1926.9524
Pará,,,,,,,,,,,,,,,,,,,,,,,0.0116,0.0116,0.0232,0.0232,0.0465,0.0581,0.0581,0.0814,0.1511,0.186,0.2092,0.2325,0.3022,0.3952,0.4766,0.5696,0.8718,0.9532,0.9997,1.4298,1.7901,1.918,1.9645,2.5224,2.7549,3.0106,3.6035,4.4636,5.6609,6.4746,7.2883,7.451,7.9625,10.4849,11.9263,13.8907,14.7277,18.3544,20.2839,24.0618,25.7937,26.9561,30.0598,34.8605,39.0451,43.3228,45.5662,49.5416,55.2839,64.2112,68.9886,75.7771,81.5775,85.4134,93.7943,105.3021,120.239,133.4323,146.7651,156.506,165.0729,179.7889,199.666,220.0314,238.6647,263.8307,280.4298,288.4504,318.1033,347.3494,368.1448,408.3756,433.53,440.0743,441.26,465.1241,507.4124,540.2038,575.0759,626.0705,626.0705,630.848,669.1957,704.835,737.0219,757.3175,770.999,795.7349,804.6622,828.1311,862.4104,890.6684,930.7597,963.4116,984.021,999.8995,1030.3079,1066.017,1093.0777,1121.3939,1154.4177,1167.5529,1176.4337,1199.6701,1230.4389,1256.1745,1283.4213,1308.0642,1322.943,1331.3588,1350.1549,1380.2844,1403.3813,1425.9668,1452.2371,1461.3039,1470.545,1494.5021,1520.8189,1546.4499,1571.151,1591.8767,1598.1188,1608.7199,1631.9331,1654.7743,1679.2894,1700.0383,1719.4621,1725.739,1729.9237,1750.7656,1765.098,1782.5457,1798.0638,1813.9655,1816.6622,1819.2195,1839.8173,1867.9242,1892.6486,1915.1643,1942.3645,1948.6764,1954.593,1971.5874,1997.9158
Paraíba,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0249,0.0249,0.0249,0.0249,0.0498,0.0747,0.1244,0.1493,0.2489,0.3484,0.3484,0.4231,0.448,0.5226,0.7217,0.7964,0.8462,0.8711,0.8959,1.0204,1.3688,1.9661,2.1154,2.5136,2.7625,3.3847,3.7829,4.1064,4.853,5.1019,5.8734,6.0974,6.5453,7.4911,8.5861,9.6065,11.1246,12.4187,13.5138,15.7536,17.3713,20.2582,23.0456,25.7334,29.0932,30.3375,33.8715,37.1566,41.2381,46.0165,50.5211,53.6568,58.261,62.8402,69.1118,75.7816,83.6459,93.0533,101.1168,108.1847,119.1102,131.9023,145.2916,155.2465,171.2738,186.8532,194.6927,199.4959,221.9691,254.0736,277.0445,298.9204,320.0994,327.5656,340.8304,369.7992,398.6434,437.4924,462.3796,492.4434,505.4594,521.4121,558.7678,598.0896,631.3887,660.9049,683.2537,697.1656,713.4667,749.8021,789.2234,830.7851,873.3671,908.9061,915.4514,927.1235,970.5766,993.2986,1015.9958,1065.9693,1101.0603,1111.936,1121.3434,1168.6291,1198.9417,1232.8132,1263.3996,1301.7508,1312.2532,1322.7805,1363.8693,1402.2454,1433.8521,1471.2825,1503.7106,1512.7446,1520.8081,1554.5054,1591.2638,1628.1964,1651.1922,1666.7218,1676.9505,1684.3669,1713.3356,1766.2956,1819.3551,1855.3421,1884.5348,1895.2363,1908.6754,1945.5582,1988.4389,2018.5524,2060.5123,2077.112,2090.7254,2095.7775,2134.3278,2166.9549,2186.7651,2217.8741,2237.1866,2241.8903,2248.9583,2285.1194
Pernambuco,,,,,,,,,,,,,,,,,0.0209,0.0209,0.0732,0.0837,0.0837,0.1883,0.1988,0.293,0.3244,0.3453,0.3871,0.4395,0.4395,0.4813,0.5022,0.5964,0.7115,0.7638,0.8057,0.9103,0.994,1.1091,1.423,1.8416,2.1032,2.3334,3.6831,4.1958,5.8072,7.157,8.5382,10.0449,12.0748,13.4351,15.5278,17.61,20.9897,22.9464,25.7296,28.1467,30.4277,34.5085,37.7103,41.8434,47.1588,51.25,56.0632,59.8928,64.8107,71.9467,76.739,85.2249,90.4357,92.7376,97.5717,103.3894,113.2565,121.2401,130.4793,138.9024,144.0609,149.7216,155.916,163.1044,169.6022,193.4484,203.5352,210.2527,222.2648,236.0556,250.1917,269.5386,280.2742,290.4551,296.8064,301.9126,313.0562,321.3642,337.4988,349.762,360.4661,365.1746,371.5364,381.529,392.4529,402.9582,411.8521,421.0704,425.915,429.1064,438.7851,449.8659,459.0528,467.4131,473.5865,476.1605,485.7869,496.4492,508.7961,520.2431,534.871,545.2821,549.2687,552.7949,565.2569,576.9132,583.9027,597.3483,608.0001,611.8611,615.8581,624.7207,639.516,652.5221,663.9796,681.4745,686.8422,692.1681,707.3715,719.5405,733.4883,746.7769,758.2867,762.7965,769.8593,784.3407,796.1749,810.1122,821.4755,831.3426,838.2798,841.6909,851.537,870.9781,889.8333,907.7258,925.6602,932.6288,938.3419,957.783,977.0044,994.0807,1012.2976,1025.1049,1029.6146,1034.1348,1049.7045,1060.9422,1076.3967,1089.3819,1102.6495,1102.6495,1108.9381
Piauí,,,,,,,,,,,,,,,,,,,,,,,,0.0917,0.1222,0.1222,0.1833,0.1833,0.2444,0.2444,0.275,0.3055,0.3361,0.3361,0.5499,0.5499,0.5805,0.5805,0.6721,0.7332,0.7332,0.7943,0.9471,1.1609,1.222,1.2526,1.3442,1.5581,1.772,2.2913,2.7801,3.1162,3.7578,4.3993,4.827,5.6825,6.2935,6.6295,7.821,9.0736,10.1123,11.1205,12.4648,13.8701,15.6726,18.3305,20.3163,22.6688,23.9519,26.732,28.9928,32.109,34.5531,37.6692,39.044,40.6938,44.0849,49.248,54.5028,58.1994,63.6986,68.8006,69.8699,74.5442,80.5627,87.1311,93.9134,99.5348,103.5675,108.4557,113.6493,121.1648,129.6274,137.5707,144.964,150.6464,156.39,168.2132,178.0506,185.2606,205.2103,217.0641,228.4596,232.8283,242.1769,255.3749,269.5505,285.2537,300.1625,310.1832,316.4156,332.4242,353.1377,369.6352,383.933,421.9995,435.7779,442.2547,466.4815,495.7493,521.8092,550.6187,570.2324,585.294,603.4717,623.9103,673.9221,712.0496,744.7085,780.9113,796.7367,809.9347,840.5772,867.9814,908.7362,955.2958,991.8347,1007.049,1019.1472,1043.4962,1082.8763,1116.3906,1132.1244,1178.2867,1200.5278,1209.9986,1230.4677,1277.4855,1319.1569,1354.9014,1386.6744,1406.6852,1423.1827,1452.7254,1495.8327,1533.5936,1572.6682,1602.6386,1618.9833,1626.0406,1663.2821,1702.2345,1744.4559,1783.8665,1819.9471,1832.5035,1838.4915,1868.0037,1908.3614
Paraná,,,,,,,,,,,,,,,,,0.0525,0.0525,0.0525,0.0525,0.0525,0.105,0.1224,0.2012,0.3149,0.3761,0.4723,0.5248,0.6122,0.8484,0.9271,1.0932,1.1982,1.3294,1.3993,1.618,2.0028,2.2564,2.685,3.5071,3.8919,4.0756,4.4691,4.8102,5.4312,5.7286,6.0172,6.5594,6.7168,7.0229,7.1366,7.3903,7.7576,8.396,8.7634,8.9383,9.087,9.4193,9.5855,9.9091,10.1015,10.2414,10.5038,11.2472,11.9294,12.4454,12.804,13.2063,13.4074,13.8272,14.0634,14.4045,14.6756,15.1654,15.8213,16.2586,16.381,16.8795,17.6929,18.2876,18.9523,19.8706,20.2555,20.9026,22.0309,23.2291,24.9695,26.1064,27.5233,28.5116,29.5961,31.1965,32.9545,35.3421,37.6073,39.6888,41.5604,42.8548,45.7847,48.6883,51.557,56.271,58.5362,61.1075,62.2794,64.807,69.3898,74.9434,77.1212,81.8002,84.8875,86.0507,93.4934,98.1725,105.4666,113.1017,120.8768,126.824,132.2727,138.6484,148.3563,155.869,163.303,173.3346,181.407,186.5146,200.0795,211.8689,230.0516,246.3364,267.3615,275.1366,286.5937,300.0536,312.3591,327.3058,345.5672,356.8056,372.0234,381.1629,396.7393,412.1408,432.0901,448.8472,468.368,477.7786,488.9733,503.2204,524.1143,542.2795,562.0014,573.6684,573.6684,594.7285,606.9028,620.2577,642.7171,665.6663,681.5663,696.2157,707.2355,723.4416,746.1721,763.2441,786.8317,796.9857,812.1948,825.3748,839.1058
Rio de Janeiro,,,,,,,,,,0.0058,0.0116,0.0116,0.0174,0.0174,0.0174,0.0174,0.0869,0.0869,0.0869,0.139,0.1448,0.1448,0.3649,0.3823,0.3823,0.6893,1.0773,1.3496,1.7666,2.1431,2.4385,2.8555,3.232,3.4753,3.8054,4.1008,4.819,5.7457,6.2207,7.2169,8.0742,8.4622,9.777,11.2251,12.8353,14.2717,15.1,16.5364,18.6563,19.751,21.6798,22.844,25.1898,26.3134,27.078,28.3754,30.7328,32.1577,35.7487,36.3859,39.5483,41.1875,46.0123,49.2559,51.37,54.7526,58.8823,61.0833,64.518,67.889,71.7697,77.0058,81.9927,91.1732,98.0542,98.8245,103.9042,107.0725,108.4741,112.7545,115.7664,125.1148,128.8044,154.4459,161.0489,175.9172,185.8622,194.5503,200.018,219.5895,227.6173,231.8224,245.5728,259.9835,277.7478,303.621,309.2278,315.8423,328.5965,343.1231,352.9233,365.2836,373.7806,392.4484,402.544,422.7005,430.7747,438.8952,450.5315,456.6247,460.8877,468.846,482.7297,503.697,505.7474,540.8532,553.3583,556.8104,565.1452,584.2417,599.4401,613.3643,628.4237,630.1961,644.6474,648.0357,652.2524,667.6999,676.6486,689.0031,697.5291,702.5335,705.9334,718.7165,731.7082,743.2634,749.7447,751.0885,751.1406,764.8099,769.3162,778.7399,779.4581,783.2635,783.2635,802.3426,816.7128,840.553,860.8369,877.7845,897.0722,905.2622,905.4475,914.1878,924.6425,936.273,947.8282,958.5609,968.5117,968.5812,973.4408,978.3467,1000.1713,1008.1933,1017.646,1034.026,1035.9142,1042.6678,1057.4202
Rio Grande do Norte,,,,,,,,,,,,,,,,,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.1711,0.2566,0.3707,0.3707,0.3992,0.3992,0.5418,0.7984,1.9391,1.9391,2.1957,2.3383,2.6234,3.0227,5.0187,6.1309,7.0148,7.0148,7.243,7.4426,7.4426,7.4996,8.241,9.6668,10.7219,11.3777,11.4062,13.2027,14.714,15.9972,16.9668,17.3375,18.4211,20.189,21.5008,22.2707,23.5254,23.725,24.4379,30.9679,33.5629,36.9847,38.9523,39.6937,40.5207,43.8,46.8796,49.5886,51.9269,54.7214,54.7214,55.0351,57.9722,67.4964,72.3441,79.4444,79.4444,85.6608,89.4819,99.3198,108.2452,115.7733,121.2198,131.1432,131.1432,136.1335,156.0373,160.5428,160.5428,184.2963,211.0724,211.0724,228.3529,234.7689,260.8892,264.6818,268.9876,269.4439,269.4439,310.4778,314.4415,329.8684,377.3754,386.2152,393.2015,404.0945,405.3207,433.7792,447.4097,453.0843,457.3616,547.6705,550.0658,569.0857,572.4506,622.8947,648.3876,678.8423,691.5887,692.9575,849.3085,865.5053,911.4725,939.931,954.9017,978.7123,987.9228,999.6427,1023.6243,1043.3001,1058.9837,1093.3449,1103.6676,1124.1133,1138.0004,1153.5984,1162.4953,1171.8769,1181.23,1242.51,1248.0135,1257.053,1264.3815,1292.1272,1317.0498,1334.9291,1341.9724,1343.056,1352.4947,1383.4341,1402.7962,1420.4188,1441.834,1474.2563,1482.4688,1488.0578,1503.4562,1529.8332,1547.4843,1564.9644,1577.3401,1577.3401,1585.9518,1651.6518,1651.6518
Rondônia,,,,,,,,,,,,,,,,,,,,,,,,,0.0563,0.1688,0.1688,0.1688,0.2813,0.2813,0.3376,0.3376,0.3376,0.3376,0.4501,0.5064,0.5064,0.5627,0.5627,0.6189,0.7877,1.0128,1.2942,1.463,1.5755,1.8006,1.9131,2.3632,2.3632,3.8825,4.1075,5.1766,6.1894,7.2022,9.0028,11.1972,12.5477,12.5477,14.0669,16.3176,18.4557,20.4814,22.1131,23.2385,24.3638,28.2463,32.9165,36.7989,39.6686,42.5382,48.4463,53.0602,61.7817,68.7589,71.0658,73.2603,78.662,82.1505,90.7032,94.867,100.9439,107.9211,110.4531,114.9545,135.7735,140.6125,140.6125,156.086,174.9356,180.1123,183.8822,196.5424,217.3051,239.2494,253.3163,266.8767,278.074,278.074,308.1771,321.5125,363.4318,386.1076,433.316,456.3294,485.3634,518.7863,554.2348,593.4533,631.5464,654.5035,667.6138,685.3381,732.0401,763.3811,776.7165,807.6074,841.3116,854.1969,890.5457,928.3574,980.4048,980.4048,1084.3309,1110.439,1115.2218,1148.1945,1195.7406,1211.0453,1236.1969,1251.4454,1291.7329,1321.1045,1345.9185,1382.0985,1410.4573,1429.3069,1462.9549,1490.8636,1503.9176,1522.0358,1548.9316,1570.8197,1612.2888,1638.3407,1638.3407,1638.3407,1676.8276,1724.1486,1853.6764,1917.5963,1962.2164,2001.6036,2014.939,2033.9574,2073.4009,2117.5709,2161.0657,2193.9822,2222.7911,2244.6792,2251.6001,2320.4153,2364.4164,2404.0288,2441.4466,2468.23,2476.3325,2496.7013,2558.3705
Roraima,,,,,,,,,,,,,,,,,,,,,,,,,,0.3302,0.3302,0.3302,1.3207,1.3207,1.6508,1.981,2.6413,2.6413,2.6413,2.6413,4.2921,4.9524,6.108,6.9334,6.9334,6.9334,8.089,8.5842,10.4001,12.3811,13.0414,13.7018,18.6542,18.8193,23.4416,27.0734,33.1814,36.6481,40.2799,40.7752,46.2229,49.0292,50.1848,56.9532,66.1977,67.1882,70.1597,70.1597,70.3248,85.6774,85.6774,85.6774,87.9885,95.4172,143.4559,153.8561,168.3832,185.5517,198.4281,212.9553,213.7807,232.9301,232.9301,247.6224,262.3147,281.6292,295.6612,310.6836,328.1822,328.1822,328.1822,379.0274,402.634,402.634,423.2692,442.7489,488.4765,511.4228,544.6042,573.4935,609.4813,635.5642,683.9331,683.9331,797.5092,864.6975,912.7362,952.1907,999.7342,1047.773,1088.5481,1108.0278,1129.4884,1134.9361,1135.9265,1144.841,1180.3335,1225.0706,1262.8743,1326.7609,1340.4627,1351.6882,1706.9438,1783.3766,1959.8489,2131.3686,2158.9373,2367.4353,2386.915,2416.9598,2501.4816,2902.6299,3024.7903,3098.4167,3123.6742,3127.9663,3151.0777,3183.4337,3327.0547,3503.0317,3606.8681,3668.9387,3735.3015,3791.5944,3909.2976,4027.496,4128.1958,4188.6156,4204.1333,4240.2862,4289.6456,4449.6097,4611.0595,4766.5664,4852.4088,4924.2193,4936.2702,5004.614,5116.8695,5192.642,5285.2528,5401.9655,5472.6204,5478.7284,5479.7189,5661.6388,5766.1355,5867.0004,5931.8774,6006.8245,6017.0595,6109.01,6109.01
Rio Grande do Sul,,,,,,,,,,,,,,,0.0088,0.0176,0.0352,0.0352,0.0352,0.0352,0.0703,0.0703,0.167,0.2725,0.3779,0.6065,0.6768,0.8438,0.9844,1.4239,1.67,1.7315,1.7579,2.0216,2.2325,2.6808,2.7775,3.3927,3.6037,3.674,4.1135,4.4035,4.8782,5.1067,5.5901,5.6253,5.7395,5.8362,6.0208,6.3284,6.6976,6.9613,7.3041,7.5062,7.6381,7.9457,8.0687,8.5258,9.1323,9.6333,10.2485,10.6177,11.0396,11.8658,12.4811,13.4391,14.2302,14.6433,14.8542,15.5398,17.746,18.4579,19.1786,21.9122,22.3429,22.6417,24.6809,25.6389,26.3421,27.2562,32.4771,32.8199,32.8287,32.9605,33.3824,43.7101,48.1048,52.0161,55.6901,56.8679,57.6502,59.6366,61.9482,72.3726,77.7254,81.2324,82.0234,83.4649,87.1828,91.393,96.7722,101.8085,105.799,106.6603,107.6711,112.5229,119.7039,124.5293,126.4279,128.5637,128.8625,135.692,144.7715,150.5462,156.6461,163.37,168.213,170.0588,173.2406,183.3837,193.4476,202.6854,211.9495,219.737,221.8728,225.5292,236.7973,247.6084,256.6088,266.9453,277.9145,280.8678,284.7879,297.0844,312.5275,320.2359,329.5176,340.3286,344.8991,348.5556,360.3071,371.2588,398.5501,410.5566,411.7607,414.0987,417.052,438.0676,466.484,482.0238,501.0618,519.6164,525.4262,527.7555,547.9976,566.8862,584.263,586.1879,619.2715,624.4046,628.2631,647.0638,672.9489,692.9361,694.5973,734.7565,738.2371,738.6151,768.3323
Santa Catarina,,,,,,,,,,,,,,,,,0.0279,0.0419,0.0698,0.0837,0.0977,0.0977,0.1954,0.2931,0.5583,0.7956,0.9491,1.2003,1.5213,1.7028,2.0796,2.275,2.5681,2.7496,3.0566,3.2799,3.4474,3.922,4.2011,4.9687,5.2898,5.8201,6.3784,6.9925,9.6723,10.0073,10.2166,10.8307,11.5286,11.9054,12.3381,12.9243,13.4268,13.6082,14.3061,14.8364,15.2272,15.5622,16.3299,16.8742,17.2371,18.6607,20.6007,27.8445,29.1007,33.4134,29.3658,32.7435,35.1581,36.6096,39.0102,40.713,43.0159,44.7327,47.0635,47.8591,49.2548,52.102,53.428,60.4624,63.6725,65.2915,66.6593,72.2282,75.55,76.7504,78.2996,90.1353,92.2149,93.4571,95.9554,97.9233,102.8921,111.6572,119.0545,122.5438,126.1307,132.565,134.826,140.046,146.9967,151.3792,157.5064,161.4144,163.8848,170.1655,175.7763,180.7869,183.7458,185.5742,186.4675,194.8418,201.0108,209.5666,217.3547,227.9481,238.7789,245.3946,250.3493,268.5913,291.9975,306.3733,320.2747,332.2918,340.0519,349.7103,367.8267,380.737,398.8255,422.3572,445.6657,460.1532,472.0586,493.2874,513.7626,536.0661,559.7653,586.5631,600.59,611.5324,642.7266,669.6081,694.8007,719.477,733.1829,744.4184,759.4642,788.2299,831.2319,869.279,907.4518,939.7766,959.2747,978.9264,1029.6327,1074.7143,1129.189,1173.4192,1213.1831,1227.9777,1240.6368,1286.2488,1331.6514,1376.6492,1417.7949,1461.9972,1478.5504,1492.4098,1528.6147
Sergipe,,,,,,,,,,,,,,,,,,,0.0435,0.0435,0.2175,0.2175,0.261,0.261,0.3045,0.435,0.435,0.435,0.6525,0.696,0.696,0.696,0.696,0.696,0.7831,0.8266,0.9571,1.0441,1.1746,1.3921,1.3921,1.3921,1.5661,1.6966,1.7401,1.8271,1.9141,1.9141,1.9576,2.0011,2.0881,2.3057,2.5232,3.0887,3.7413,4.0023,5.0898,5.1333,5.8729,6.3079,6.6995,7.613,9.1791,12.1808,12.1808,19.7068,22.491,26.1453,31.7571,33.5843,39.0656,43.4159,52.8126,62.5572,69.0826,77.0437,78.3053,88.3979,98.6646,108.4963,124.7664,136.3817,145.4303,155.1314,172.5761,186.062,205.9428,214.1214,223.2135,231.1745,237.0039,249.4893,257.1893,267.804,281.1159,296.0374,304.477,314.6567,328.6646,347.5449,356.724,373.1246,390.3082,404.1422,423.153,440.5106,461.7836,480.9683,501.7627,559.7086,607.6489,681.9084,709.5327,731.1537,754.2537,774.7001,802.5855,825.903,843.2607,864.9687,885.415,917.0852,953.0621,1014.4447,1062.3849,1079.6121,1105.4528,1157.6998,1157.6998,1226.1734,1294.6906,1314.5279,1336.3229,1376.4326,1413.41,1453.6937,1510.117,1568.1064,1637.0586,1662.7253,1703.8791,1746.1639,1793.4516,1822.2505,1873.758,1968.2028,2003.7012,2049.4228,2094.2308,2148.914,2224.3916,2273.6369,2288.3844,2332.2788,2393.0524,2445.4734,2509.4227,2554.1872,2598.1687,2611.6981,2631.0134,2656.6801,2696.5723,2772.3544,2772.3544,2795.9765,2814.3347,2826.5591,2847.484
São Paulo,0.0022,0.0022,0.0022,0.0044,0.0044,0.0044,0.0044,0.0044,0.0065,0.0131,0.0218,0.0283,0.0348,0.0348,0.0414,0.0653,0.1002,0.1002,0.1416,0.1416,0.331,0.3572,0.5227,0.6228,0.8624,0.8624,1.3742,1.6224,1.764,1.8772,2.291,2.6634,3.0619,3.1599,3.3036,5.0937,6.4919,7.6352,8.8155,9.7258,10.0612,10.5969,12.3739,14.6083,16.2895,17.8924,18.3344,19.0662,19.371,20.4077,24.0488,25.1922,27.9644,30.2576,31.0699,31.7515,33.5046,34.6566,36.4555,38.8205,43.5636,45.112,47.2484,52.3552,56.9655,62.4969,66.1468,67.889,69.1913,70.0951,74.1588,82.4342,86.953,91.0951,96.7159,98.9655,100.4616,103.9198,111.2763,118.2211,127.1324,133.241,135.7715,137.3417,143.7203,152.1351,160.5848,167.4055,175.4348,178.9257,182.114,187.3231,194.8712,208.7696,221.1631,233.328,238.8943,242.3744,257.6164,268.9145,281.3647,293.0483,306.0799,311.5766,314.8867,326.9623,340.4165,353.9272,365.6435,376.4777,388.0786,395.1737,414.3923,417.0753,419.4948,460.9372,469.9422,477.3291,483.4007,499.7381,520.0935,541.3592,562.9646,578.3678,591.774,599.1958,612.774,631.4046,658.0689,676.227,680.6108,697.2684,703.5642,724.5533,743.4061,761.5902,782.0502,798.993,810.1148,815.7987,841.9316,856.2372,875.5582,887.2462,897.2899,903.8711,906.8872,920.4655,957.0015,984.3562,1008.7709,1044.1876,1053.9896,1061.9863,1089.5282,1119.7902,1152.0404,1181.0001,1202.808,1216.6737,1220.0122,1253.4863,1274.5582,1303.7509,1324.8946,1353.9719,1365.7208,1368.5279,1392.8032
Tocantins,,,,,,,,,,,,,,,,,,,,,,,0.0636,0.0636,0.0636,0.1272,0.3179,0.445,0.445,0.445,0.5086,0.5722,0.5722,0.6358,0.6994,0.7629,0.7629,0.7629,0.8265,1.0173,1.0808,1.208,1.208,1.4623,1.4623,1.4623,1.5895,1.653,1.653,1.7166,1.8438,1.9709,2.0345,2.0981,2.1617,2.2252,2.2888,2.3524,2.7339,3.1789,3.6875,4.2597,5.0227,7.3751,8.7102,10.4268,12.1434,15.6402,16.9754,19.2642,22.316,26.8936,31.4076,36.3667,43.7418,47.4929,52.6428,59.2549,65.422,74.9587,81.3165,81.3165,95.113,104.6497,115.013,125.6305,140.1899,154.495,154.495,154.495,171.4068,181.7065,181.7065,208.3458,229.5809,253.1048,265.5026,276.2473,285.0211,298.6904,298.6904,349.998,358.8354,358.8354,384.7753,397.8088,415.1021,428.7714,440.6606,443.2673,453.7577,464.6931,481.4778,494.257,505.8282,521.532,531.1323,538.9525,557.3266,578.4345,599.2246,615.5006,633.6204,650.2779,658.6066,684.3558,713.4746,728.2248,746.1538,780.8675,793.2017,803.6285,826.771,854.4911,880.2403,922.4562,949.7948,962.0654,973.1916,999.6401,1019.2222,1059.9759,1077.9049,1094.1174,1129.9755,1137.9227,1166.9144,1198.4492,1234.8795,1269.3389,1330.0561,1383.9068,1405.4598,1452.8256,1495.1687,1543.5517,1578.2654,1611.4532,1680.6263,1716.4844,1758.8275,1800.0262,1878.0367,1930.1072,1977.473,2013.0768,2052.8767,2101.069,2101.069
