País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Irlanda,0.0,0.0,0.0,0.0,0.0,0.0405,0.6886,4.5162,26.9149,65.5152,115.6186,232.4726,324.8419,402.5488,445.1995,470.6968,491.131,500.933,507.6364,510.654,513.064,514.2183,515.879,517.1954,519.8686,522.5419,525.1139,531.6755,542.7736,553.1426
Israel,0.0,0.0,0.0,0.0,0.0116,0.1386,0.8665,2.8883,14.303,61.9026,106.8449,139.1711,161.0761,181.7103,188.1917,190.9645,192.4664,193.5987,199.6988,210.039,225.2316,248.5346,291.6515,372.2705,489.3978,624.3635,765.903,880.3384,1000.435,1094.6868
Itália,0.0,0.0033,0.005,0.005,0.5326,4.1381,16.7858,52.1089,114.4127,174.9732,224.2506,268.7448,304.2531,333.2764,352.3099,365.8771,374.9457,381.3233,386.2189,389.6029,392.8098,395.0145,397.9007,400.1798,402.4754,404.8042,407.6754,410.8692,415.53,420.4885
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4052,0.7092,1.2157,2.1275,2.4652,7.5308,12.2925,15.9734,17.1216,17.5606,19.0465,19.9246,20.4311,20.9715,22.6262,23.7069,25.159,25.7331,27.3541,28.8738,31.0688,35.3577,38.1269
Japão,0.0055,0.0174,0.0213,0.0625,0.1368,0.2356,0.4625,0.7061,0.9622,1.7829,3.5461,6.5443,9.2041,10.9586,12.1398,12.6095,12.8775,13.0475,13.3124,13.529,13.8239,14.1362,14.7182,15.8567,17.7401,20.9233,25.3929,32.6915,39.7718,44.8439
Jordânia,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.3332,1.5093,2.6854,3.4597,3.891,4.1948,4.4006,4.6162,5.6453,6.3608,7.0371,7.3997,8.2818,9.6147,10.2616,11.0946,11.4573,11.7415,11.9865,11.5847,11.9963,12.5746,13.7017
Cazaquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1757,0.3835,1.8267,3.712,6.5613,10.6249,16.121,22.3948,28.1146,35.9541,47.7666,61.6242,69.6288,82.7728,99.9377,118.8068,271.9273,338.2595,400.2459,459.0368,505.3176,537.1283,550.1497
Quénia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0465,0.1097,0.3199,0.4017,0.5505,0.6955,0.995,1.3297,1.7909,2.5069,3.8924,5.5587,7.1786,9.2094,11.839,15.3428,20.0683,26.3486,34.5556,43.1494,51.003,56.4706
Coreia do Sul,0.0078,0.0312,0.0546,0.0605,1.9056,10.1152,14.654,16.2281,17.6266,19.0875,20.1505,20.605,20.8371,20.9892,21.077,21.3813,21.6699,21.9723,22.6062,23.2147,23.7921,24.4494,25.0638,25.8323,26.4311,27.0708,27.7964,28.1963,28.6995,30.7417
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841,3.3706,5.8572,9.1173,20.8317,33.0434,43.1001,47.2444,49.4546,54.5935,57.3563,61.3348,69.789,89.2393,122.4485,154.6631,204.615,282.8031,334.0259,422.8232,512.4493,575.7181,623.0177
Kuwait,0.0,0.0,0.0,0.0,0.2576,1.3113,1.6157,3.0441,4.4725,6.7672,17.3981,31.7288,48.7054,80.5513,135.9069,240.647,392.547,528.6178,670.8471,776.0086,865.4112,960.8317,1081.7055,1199.9566,1315.3745,1415.1269,1525.5337,1610.417,1710.9656,1798.9866
Quirguistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6438,1.64,3.4947,6.5909,9.0433,10.8519,12.9211,15.8947,19.0522,22.5009,28.2794,31.4981,39.2692,57.1105,84.3936,126.8969,175.4086,433.0189,518.746,575.412,620.0765,643.6196
Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.1237,0.1924,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2611,0.2749,0.2749,0.2749,0.3024
Letónia,0.0,0.0,0.0,0.0,0.0,0.053,0.4241,2.5978,10.4443,21.1006,29.0532,34.832,39.6565,44.322,47.503,50.3659,53.6529,55.8266,56.7809,57.7352,58.2123,58.9016,59.2727,60.1209,62.2416,63.2489,64.6804,66.2179,68.5506,70.1411
Líbano,0.0,0.0,0.0,0.0,0.0147,0.1905,0.6007,1.7581,4.659,6.886,8.0288,9.3913,9.9188,10.5048,10.8564,12.7464,13.9771,16.7022,18.1966,20.0426,21.581,23.764,26.0496,27.9396,35.9097,43.6602,58.9412,74.1637,104.3302,136.7969
Lesoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0.0934,0.0934,0.1867,0.1867,0.7936,1.2604,4.2479,11.9501,16.7581,23.5734,33.8896,36.457,44.1592
Libéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0593,0.0593,0.2768,1.1665,1.997,2.7878,3.3612,4.1719,4.6069,5.2593,6.1491,7.5726,10.0639,12.8913,15.4221,18.1308,20.2464,21.9073,23.2715,24.0426,24.7149,25.2487
Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.1455,0.2911,0.5094,0.7422,0.8878,0.9169,0.9314,0.9896,1.1206,2.6487,5.2246,7.0438,9.2996,11.9919,17.202,22.7468,30.3873,43.9073,61.4732,91.7149,124.8528
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,2.6227,18.3592,133.76,178.3466,204.5741,207.1968,212.4423,215.065,215.065,215.065,215.065,215.065,215.065,215.065,215.065,215.065,215.065,220.3105,220.3105,225.556,228.1788,233.4243,233.4243,246.538
Lituânia,0.0,0.0,0.0,0.0,0.0,0.0367,0.0367,0.9183,7.6774,19.726,32.3257,39.3052,49.5906,53.2273,52.2722,54.7701,57.3782,60.2067,61.7862,63.4393,65.2392,66.231,66.7453,67.7371,68.8759,71.5942,74.4594,78.5001,83.8632,89.4835
Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.1598,0.7988,22.365,175.5653,347.9356,474.4576,528.2933,577.9756,597.6248,613.4401,622.0666,632.2906,638.2013,642.1951,646.3486,650.9813,660.2468,686.7653,735.3294,807.6961,914.5689,1018.4064,1104.9909,1156.9097,1193.1729
MS Zaandam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3494,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614,0.2058,0.3178,0.39,0.437,0.4622,0.5453,0.697,1.1773,2.1162,3.0515,4.1096,4.7561,6.2258,7.9954,12.5384,19.2951,27.2579,36.4884,42.9562,48.0914,50.1462
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418,0.0836,0.0941,0.1882,0.2143,0.298,0.3659,0.528,1.8714,2.3785,2.9483,4.1976,6.3983,9.5034,13.0528,15.9174,19.3884,22.7967,24.642,26.7904
Malásia,0.0124,0.0309,0.0556,0.068,0.068,0.1112,0.3986,2.0793,5.0176,8.546,12.2443,15.4081,16.9375,18.0776,19.7213,20.8305,21.5597,23.4938,24.3373,25.7554,26.2776,26.5402,26.6916,26.7997,26.9697,27.2354,27.6308,27.8131,28.1252,28.462
Maldivas,0.0,0.0,0.0,0.0,0.0,0.0,1.11,2.405,2.405,3.33,3.515,3.7,15.3549,46.2497,106.0043,167.2389,211.4536,266.0283,340.5828,359.2677,387.3875,414.0274,436.7822,462.682,518.1817,563.1364,648.6058,822.5047,966.2488,1093.158
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1383,0.2765,0.7111,1.274,2.0937,3.0221,3.6048,4.4492,5.3183,6.6713,7.8318,9.3083,9.7675,10.7699,11.5946,11.9649,12.2316,12.4439,12.5575,12.7254,13.0365
Malta,0.0,0.0,0.0,0.0,0.0,0.0,1.1324,8.6062,24.9126,38.2749,66.3582,89.0061,100.33,103.7272,109.1626,114.5981,128.8663,138.3784,140.4167,143.1344,148.5699,150.6082,151.7406,152.42,152.6465,153.326,160.3468,201.5659,258.412,311.4079
Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.043,0.129,0.129,0.1505,0.1505,0.1505,0.1721,0.1936,2.8174,5.7639,14.3666,24.9911,44.2398,70.8009,93.8349,108.051,118.6754,128.7191,134.397,138.0317,141.9029,145.4301
Ilhas Maurício,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3025,11.2442,21.073,25.4763,25.7909,26.2627,26.1054,26.1054,26.1054,26.2627,26.3413,26.4985,26.4985,26.7344,26.8131,26.8917,26.8917,26.9703,27.049,27.049,27.049,27.2062
México,0.0,0.0,0.0,0.0,0.0,0.0039,0.0054,0.0721,0.3141,0.9424,2.16,4.1875,7.369,12.9928,20.1849,29.724,42.1507,57.8286,75.4859,96.4076,120.1115,148.4572,175.3542,207.8665,241.588,276.3107,312.331,348.9889,381.9991,407.7575
Moldávia,0.0,0.0,0.0,0.0,0.0,0.0,0.0744,0.7437,3.0987,8.7507,26.1777,47.9429,64.7998,90.1843,108.1567,127.7652,157.1655,181.0874,211.9008,248.5149,303.7708,364.753,411.8283,449.7067,488.5518,531.5369,583.0743,639.9166,699.6346,753.0312
Mónaco,0.0,0.0,0.0,0.0,0.0,2.5483,2.5483,17.838,58.6107,132.5111,201.3149,236.991,239.5393,242.0876,242.0876,244.6358,247.1841,249.7324,252.2807,252.2807,252.2807,257.3773,262.4739,275.2153,277.7636,282.8602,298.1499,313.4397,351.664,377.1469
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.1525,0.305,0.366,0.4576,0.9151,1.0371,1.1591,1.2507,1.2812,4.2705,4.301,5.6432,5.9177,6.0092,6.5583,6.7108,6.9243,7.9615,8.7546,8.8766,8.9376,8.9376,9.0901
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184,7.4833,17.3549,38.3718,45.059,49.8355,51.1093,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.9054,60.1848,87.252,144.4116,204.9148,379.1003,469.5366,535.1348,596.7526,650.4094
Marrocos,0.0,0.0,0.0,0.0,0.0,0.0027,0.0081,0.103,0.4606,1.6716,3.2078,5.1151,8.694,11.5197,14.1396,17.388,19.0271,20.528,21.311,22.858,24.1963,28.0245,33.9551,39.574,43.6108,48.0675,57.9428,73.7377,95.3521,118.0096
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0256,0.032,0.0896,0.1248,0.2432,0.2592,0.3327,0.4671,0.6815,0.9822,1.4493,2.0412,2.422,2.8443,3.3274,4.0569,4.9143,5.503,6.4917,7.9378,9.3232
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.2755,0.4329,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.8265,0.9839,1.22,1.3381,2.8336,8.068,21.2129,34.0036,53.7604,75.4456,97.2095,127.0807,170.9627
Nepal,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0069,0.0172,0.0309,0.0549,0.1476,0.1853,0.2814,0.7448,1.3797,2.6496,7.2039,14.0235,22.6209,34.6606,46.5528,55.4899,58.5548,61.7569,65.4258,72.1047,82.1916,93.4934
Países Baixos,0.0,0.0,0.0,0.0,0.0,0.1401,2.2294,9.9855,32.5652,73.9253,115.0227,160.9583,200.2758,225.3416,240.9472,252.0182,259.4067,267.1744,273.4307,280.7666,287.6882,291.3941,294.6214,297.0959,299.7513,305.2664,313.0867,328.4472,352.445,379.2266
Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0207,0.1037,0.2488,3.2143,13.417,24.0552,28.3271,29.9654,30.5668,30.8571,31.0437,31.1681,31.1889,31.1889,31.1889,31.2303,31.4377,31.6866,31.8732,32.0806,32.2465,32.3294,32.5368,32.5575,34.0714
Nicarágua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302,0.0755,0.0906,0.1359,0.151,0.1962,0.2415,0.3774,3.8342,11.4574,16.8766,22.0996,27.5188,32.7569,38.0252,42.9614,47.5051,51.9129,55.4301,58.9021,62.1174,62.1174
Níger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.1115,1.1484,2.3547,2.7141,2.9289,3.152,3.528,3.7758,3.9328,3.9659,4.0237,4.1972,4.3418,4.4409,4.5194,4.5401,4.5979,4.6929,4.759,4.7838,4.821
Nigéria,0.0,0.0,0.0,0.0,0.0,0.0005,0.001,0.0015,0.0213,0.0655,0.1232,0.1809,0.3226,0.7432,1.4311,2.3222,3.1052,4.0477,5.2484,6.5315,8.3186,10.3672,12.4644,14.4509,16.3074,18.3376,20.2795,21.5548,22.9408,24.0056
Macedônia do Norte,0.0,0.0,0.0,0.0,0.0,0.048,0.336,1.248,7.1039,15.7917,28.7514,43.5831,59.0868,68.2067,73.2466,80.3504,88.2703,96.6701,114.7658,155.469,206.348,254.923,304.0261,347.7052,399.9282,451.7672,495.1103,537.6855,579.9727,616.308
Noruega,0.0,0.0,0.0,0.0,0.0,0.5903,7.3784,26.9864,52.8108,85.6077,112.2621,122.1676,132.6449,141.2961,146.7376,150.4637,152.4928,154.6325,155.9606,158.1926,159.742,161.808,163.7817,165.036,166.0321,166.9913,168.7805,172.6911,179.8666,185.5664
Omã,0.0,0.0,0.0,0.0,0.0392,0.235,0.3525,0.47,1.6449,3.7598,7.2651,15.9205,29.5303,41.7301,53.5579,72.8661,111.0518,158.9699,250.6352,356.3605,494.8277,634.3523,784.6668,959.4789,1166.4845,1368.5553,1525.5474,1550.1233,1606.736,1629.7649
Paquistão,0.0,0.0,0.0,0.0,0.0009,0.0023,0.0086,0.1354,0.4812,0.9588,1.9299,2.8896,4.5615,7.0283,10.8981,15.9797,20.7784,26.7782,36.4263,51.4739,70.0613,85.5285,96.6398,107.5135,115.789,121.0671,124.5969,126.9673,129.1086,130.9303
Panamá,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,1.5992,7.9958,27.3711,48.6701,80.4678,107.9548,139.544,174.3547,203.5568,228.6798,265.2982,326.6689,399.3958,508.9962,633.0353,777.5623,933.7932,1114.6836,1278.2382,1442.0941,1608.9861,1772.1467,1913.0349
Papua-Nova Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0224,0.0224,0.0782,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.1006,0.1229,0.1229,0.1229,0.3018,0.7041,1.2742,2.3919,3.7219
Paraguai,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.1262,0.3785,0.9113,1.6123,2.2292,2.9162,3.3508,6.0427,10.3329,11.6228,12.2958,14.2025,16.642,18.2684,19.9368,31.139,35.0787,43.0983,53.5153,65.5307,82.0465,105.4183,142.0953
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.3548,1.2617,3.23,8.9592,31.2479,54.0977,94.5958,155.2506,218.547,301.721,393.5205,540.3548,617.9088,719.268,791.008,865.0196,938.0061,1012.5818,1098.17,1198.0066,1334.1379,1485.1455,1625.4652
Filipinas,0.0,0.0018,0.0027,0.0027,0.0027,0.0027,0.0301,0.1706,0.5037,1.9018,3.4349,4.7663,6.022,7.2622,8.8373,10.3576,11.8104,13.3864,17.336,20.9817,24.4394,29.0424,34.234,43.6873,52.5136,64.5768,76.3572,102.7486,127.3377,150.0934
Polónia,0.0,0.0,0.0,0.0,0.0,0.0,0.0581,0.6289,2.3807,6.1062,12.8096,19.0294,26.042,32.2829,38.1302,44.7094,50.9108,58.3249,64.4576,72.8203,79.7826,85.9443,90.8747,96.2094,101.6128,107.756,116.0051,127.2214,139.9359,151.3451
Portugal,0.0,0.0,0.0,0.0,0.0,0.0196,0.4021,4.3936,23.1643,72.9941,122.0198,171.114,209.6657,238.5279,252.0617,273.7452,288.6421,304.0883,322.6041,346.249,366.1574,389.7042,413.2804,435.5915,461.4332,479.5469,494.3752,506.84,519.2362,531.8775
Catar,0.0,0.0,0.0,0.0,0.0,0.243,0.833,15.2375,18.2572,27.1081,71.3975,118.9843,226.7574,413.7723,594.9908,872.91,1235.8676,1638.5329,2091.5617,2494.8864,2848.8542,3109.2451,3335.1695,3503.7537,3628.2915,3728.845,3813.8833,3871.4317,3944.5994,4004.3692
Roménia,0.0,0.0,0.0,0.0,0.0,0.0156,0.13,0.9565,4.1273,11.6698,22.9601,35.7579,48.0411,60.3815,71.9265,82.0161,89.361,95.7963,101.4519,107.856,116.5161,127.3802,140.1935,153.9686,174.5792,203.4184,244.5876,287.1498,331.4431,370.0756
Rússia,0.0,0.0014,0.0014,0.0014,0.0014,0.0021,0.0137,0.0781,0.3392,1.6014,5.1372,14.4599,36.1553,64.1096,106.4656,159.142,205.5313,248.2909,289.9836,332.0874,373.2669,410.3746,443.301,475.018,506.2457,535.8844,563.3077,589.1425,613.7625,634.2285
Ruanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.3088,0.5791,0.8107,1.0346,1.1581,1.6368,2.0151,2.2081,2.378,2.6173,2.9647,3.5747,4.9104,6.1611,7.9137,9.0486,10.9325,12.7777,14.87,16.2057,16.7616,19.6105
São Cristóvão e Névis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0379,20.6771,26.3163,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,30.0758,31.9555,31.9555,31.9555,31.9555,31.9555,31.9555
Santa Lúcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892,1.6337,7.0796,7.6242,8.1687,8.1687,8.1687,9.8025,9.8025,9.8025,9.8025,9.8025,10.3471,10.3471,10.3471,10.3471,11.9808,11.9808,12.5254,13.07,13.6146,13.6146,13.6146
São Vicente e Granadinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0139,9.0139,9.0139,72.1111,108.1666,108.1666,135.2082,153.236,153.236,153.236,162.2499,234.3609,243.3748,261.4026,261.4026,261.4026,261.4026,315.4858,450.6941,468.7218,495.7635,513.7912,522.8051
San Marino,0.0,0.0,0.0,0.0,0.0,29.4716,150.305,321.2402,551.1184,695.5292,822.2569,1093.3954,1402.847,1629.7781,1735.8757,1880.2865,1930.3881,1962.8069,1980.4898,2027.6443,2045.3273,2057.1159,2057.1159,2057.1159,2060.0631,2060.0631,2060.0631,2060.0631,2060.0631,2060.0631
São Tomé e Príncipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8252,1.8252,1.8252,3.6503,79.3944,94.9083,114.5287,201.2238,220.8442,234.5329,306.1704,322.5968,325.7909,330.3538,334.0041,340.3921,395.6032,399.2535,401.9912,403.8164
Arábia Saudita,0.0,0.0,0.0,0.0,0.0,0.0029,0.0574,0.4912,2.2031,4.4896,8.0284,15.422,33.4091,57.6695,86.8935,123.2986,171.9257,220.3892,255.6768,311.8613,391.5537,471.4902,548.1235,623.625,683.0697,734.8364,777.9399,808.4594,837.218,861.4785
Senegal,0.0,0.0,0.0,0.0,0.0,0.0119,0.0239,0.1553,0.5136,1.0452,1.4154,1.7857,2.4606,4.9152,7.9372,11.9148,15.6295,18.8785,22.9098,26.971,31.3367,36.0369,40.5699,45.0731,49.2298,53.6612,58.5585,62.3032,67.9649,73.0832
Sérvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.7439,3.4679,10.3006,28.0061,51.1023,78.8567,97.2489,110.7541,117.2321,122.8402,128.494,131.0921,136.9405,142.2167,149.8391,166.6863,191.3505,217.2621,247.2712,280.6336,306.0188,326.1507,340.8577
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0672,7.1177,10.1681,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,82.3614,82.3614,101.6808,109.8152,115.9161,115.9161,129.1346,129.1346
Serra Leoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0752,0.1379,0.6268,1.3038,2.4947,4.2372,6.6943,9.4522,11.2323,12.8495,15.3567,16.8861,18.3277,19.7067,20.697,21.6498,22.3894,23.2544,24.2197,24.5205
Singapura,0.1197,0.4102,0.8034,1.3845,1.5555,1.8802,2.7349,4.5467,9.5379,15.8281,25.3148,55.5865,155.9738,255.5577,331.7755,421.7018,492.1764,552.8395,612.5454,658.3205,700.2838,725.2909,750.5031,771.5788,797.0474,827.8832,875.1112,911.8441,946.1498,954.4399
Eslováquia,0.0,0.0,0.0,0.0,0.0,0.0,0.1282,1.3188,3.7365,6.6488,10.6417,15.294,21.9611,25.3496,26.0273,26.8333,27.3827,27.7124,27.8773,28.0421,28.4268,29.1045,30.5331,32.3648,34.9473,37.0171,40.3689,43.3728,47.8969,53.2452
Eslovénia,0.0,0.0,0.0,0.0,0.0,0.0,1.4911,13.2279,23.0887,38.5774,50.9395,58.6838,64.6484,67.7269,69.5066,70.2763,70.5649,70.6611,70.9497,71.4788,72.1041,73.7877,76.9624,83.6485,89.4207,95.0966,101.0612,105.3422,109.2866,116.8385
Somália,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0063,0.0315,0.0503,0.3775,1.7995,3.3222,5.2538,7.3616,9.4506,10.7656,13.144,15.2014,16.7241,17.6931,18.3978,18.9704,19.3542,19.7254,20.2099,20.2602,20.3043,20.493
África do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.1045,0.9341,2.2813,2.949,4.0719,5.8423,8.4237,12.7671,19.1372,29.0008,40.9114,60.3824,89.3478,128.7063,178.908,254.9525,363.9517,502.9482,643.7471,775.2001,878.9909,954.5127,994.603
Sudão do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0357,0.0357,0.3037,0.4645,1.7331,2.5907,7.2005,8.88,14.3295,15.866,17.2418,17.9297,18.0548,19.1893,19.7521,20.5919,21.7711,22.0838,22.2446
Espanha,0.0,0.0021,0.0043,0.0043,0.0128,0.3529,3.6253,25.1268,85.3068,205.1619,303.5882,369.0339,436.6998,455.6197,469.105,487.7149,496.2851,505.3152,513.1711,517.5214,522.5733,527.7578,533.1455,539.2604,548.8616,569.3407,600.174,647.6643,698.5639,768.0113
Sri Lanka,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.2055,0.4763,0.6678,0.864,1.0881,1.4477,2.8907,3.6006,4.1516,4.7961,6.1597,7.8596,8.6815,8.9431,9.298,9.5595,9.7183,12.4456,12.7491,13.1227,13.2348,13.4496,13.543
Sudão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0068,0.016,0.0319,0.073,0.244,0.7252,1.7743,3.788,6.2213,9.0674,12.1097,14.657,17.6514,20.2717,21.111,22.7986,23.7564,25.0677,26.2171,26.8648,27.4417,28.3015
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,1.1933,1.5342,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.8751,1.8751,9.2051,23.3537,40.2296,54.3782,87.7893,108.0746,136.5422,192.7955,257.4016,337.6904,436.219,524.5196
Suécia,0.0,0.0099,0.0099,0.0099,0.0099,0.2079,3.5151,11.783,22.6353,43.9141,76.1739,113.3251,151.714,194.2815,229.8781,270.0395,304.9628,341.0149,382.0971,454.7262,527.9889,602.3904,677.782,726.2311,752.5399,773.9771,787.1266,803.8308,823.0896,842.091
Suíça,0.0,0.0,0.0,0.0,0.0116,0.6471,5.6733,31.1972,114.124,191.8628,257.1227,299.678,324.2545,338.1315,346.7396,351.0263,353.7763,355.4286,356.7342,358.0515,359.9695,362.0262,366.44,374.0082,381.484,389.8726,399.8904,413.0279,426.304,441.9835
Síria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0571,0.1086,0.1657,0.24,0.2457,0.2514,0.2686,0.3314,0.6914,0.7028,0.8343,1.0114,1.32,1.5942,2.1256,2.5085,3.0856,3.9656,5.097,7.5826,10.0796
Taiwan,0.0336,0.0462,0.0756,0.0924,0.1302,0.1763,0.1973,0.3233,0.9027,1.352,1.5787,1.6501,1.7845,1.8013,1.839,1.8474,1.8474,1.8516,1.86,1.86,1.8684,1.8726,1.8768,1.8852,1.8936,1.8936,1.9608,1.9986,2.0154,2.0364
Tajiquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072,7.6434,20.2985,34.2433,42.9876,49.1736,54.1014,58.3687,61.8601,66.2113,69.6503,73.0474,76.2872,79.506,82.5256,84.9161
Tanzânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0201,0.0318,0.0402,0.0887,0.4252,0.5006,0.8036,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521
Tailândia,0.0201,0.0358,0.0473,0.0501,0.053,0.0616,0.0759,0.2536,1.1848,2.3653,3.235,3.7436,4.0272,4.2092,4.2808,4.3224,4.3453,4.3625,4.4169,4.4713,4.4914,4.5215,4.543,4.5802,4.6232,4.6633,4.7235,4.7579,4.8009,4.8395
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.0758,0.0758,0.4551,1.7445,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8962,1.8962,1.8962
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0121,0.2416,0.4107,0.7851,0.9301,1.0388,1.1958,1.5461,2.4038,4.0828,4.723,5.3752,6.0517,6.4865,6.9576,7.8515,8.3225,8.8299,9.5425,10.8229,11.9342,12.9247,13.9393
Trinidad e Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3573,4.0729,6.2166,7.6457,8.0744,8.2173,8.2887,8.2887,8.2887,8.2887,8.2887,8.3602,8.3602,8.7889,8.7889,9.2891,9.5035,9.5035,9.9322,10.9326,13.8622,21.4364,42.0154
Tunísia,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.2031,0.9646,3.3337,5.2713,6.3205,7.4797,8.2497,8.6474,8.732,8.8335,8.8927,9.1889,9.1974,9.5189,9.8066,9.9335,10.1958,11.0504,11.7526,12.4211,13.4026,14.7056,18.4878
Turquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0557,2.2196,16.0436,40.4427,77.2015,113.3413,135.9429,153.5362,167.7455,179.7684,188.2425,196.2969,204.0739,214.9633,225.4768,237.0266,246.5014,254.9151,262.6304,270.316,278.5589,288.3361,297.0652
Estados Unidos,0.0015,0.0033,0.0036,0.0039,0.0045,0.0221,0.2148,1.8553,16.3479,57.0159,120.2383,183.9496,244.505,306.8006,365.0336,415.4504,463.8482,510.3171,555.0934,598.1559,645.835,709.2061,796.4933,905.1583,1036.721,1177.9999,1316.0638,1441.4024,1553.2226,1642.9853
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0962,0.1137,0.1202,0.1334,0.1727,0.2142,0.282,0.5684,0.5772,1.0691,1.4363,1.5828,1.7424,1.9436,2.1228,2.2737,2.3436,2.4814,2.63,2.8705,3.4105
