País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Madagascar,0.0831,0.2131,0.3358,0.4009,0.437,0.4622,0.697,0.8306,1.4626,2.369,3.456,4.3444,5.0666,6.605,8.6779,13.6579,21.9891,30.2661,38.814,45.2349,48.8317,,,,,,,,,
Malawi,0.0418,0.0836,0.1202,0.1882,0.2248,0.3293,0.3711,0.528,1.9289,2.3785,2.9901,4.919,6.6127,9.7439,13.6644,17.2609,19.54,23.1365,24.8406,25.677,,,,,,,,,,
Malásia,0.0247,0.0371,0.0587,0.068,0.0711,0.2564,0.6087,3.1824,6.6768,10.2978,13.4277,16.2238,17.5833,18.7573,20.1909,21.1796,22.0509,23.8893,25.5391,25.9593,26.3703,26.5896,26.7194,26.8677,27.05,27.3775,27.7328,28.0016,28.2055,
Maldivas,1.85,2.405,2.96,3.515,3.515,6.475,32.7448,96.0144,146.1491,199.4287,242.9034,309.318,351.6827,372.4026,404.5924,426.4223,450.4721,492.8368,542.0465,601.6161,730.5603,906.1242,1016.3835,,,,,,,
Mali,0.1383,0.2765,0.7111,1.274,2.0937,3.0221,3.6048,4.4492,5.3183,6.6713,7.8318,9.3083,9.7675,10.7699,11.5946,11.9649,12.2316,12.4439,12.5575,12.7254,12.8242,,,,,,,,,
Malta,2.7177,14.4946,31.4805,45.7487,79.2675,95.5739,101.2359,105.7655,110.748,120.4866,135.8871,139.5108,141.5491,146.0786,150.1553,151.7406,152.1936,152.6465,152.6465,155.3643,186.6183,225.3461,281.9657,,,,,,,
Mauritânia,0.043,0.0645,0.129,0.1505,0.1505,0.1505,0.1721,0.1721,0.6237,4.3014,9.0974,18.9906,33.8089,56.3697,84.0277,101.1902,111.9007,122.8047,131.5366,135.7089,139.7522,143.0858,,,,,,,,
Ilhas Maurício,3.3025,11.2442,21.073,25.4763,25.7909,26.2627,26.1054,26.1054,26.1054,26.2627,26.3413,26.4985,26.4985,26.7344,26.8131,26.8917,26.8917,26.9703,27.049,27.049,27.049,27.049,,,,,,,,
México,0.0039,0.0093,0.1272,0.4537,1.1712,2.6688,4.8839,9.0225,14.9101,22.9701,33.0366,46.2001,63.1337,81.9652,103.91,128.3266,157.4084,184.9887,218.9382,251.3256,287.5235,322.7876,358.8615,392.2595,,,,,,
Moldávia,0.2975,1.9832,5.7264,18.6417,38.6716,58.9495,81.9046,100.4471,120.6506,147.101,173.3779,200.7455,235.7731,284.0631,345.8882,398.6155,438.0804,476.1571,515.4732,565.8951,622.5392,680.2988,721.0527,,,,,,,
Mónaco,2.5483,5.0966,28.0312,107.0282,163.0906,229.3461,239.5393,239.5393,242.0876,242.0876,244.6358,247.1841,249.7324,252.2807,252.2807,252.2807,259.9256,270.1188,275.2153,277.7636,295.6017,305.7948,326.1811,366.9538,,,,,,
Mongólia,0.0305,0.305,0.366,0.4576,0.5186,1.0066,1.1591,1.2201,1.2812,4.2705,4.301,5.6432,5.9177,6.0092,6.5583,6.7108,6.8633,7.4124,8.7546,8.8156,8.9376,8.9376,9.0596,,,,,,,
Montenegro,4.2989,14.4889,37.098,43.626,49.6763,51.1093,51.4277,51.5869,51.5869,51.5869,51.5869,51.5869,51.9054,58.4333,79.7687,133.9031,204.9148,348.371,460.6204,525.5817,588.4732,614.1074,,,,,,,,
Marrocos,0.0054,0.0759,0.3116,1.2977,2.7661,4.5001,7.7349,11.0131,13.2835,16.4262,18.6126,20.1379,21.1511,22.2809,23.8225,27.0302,32.6519,38.512,42.6572,46.6967,54.9382,69.1862,90.0474,102.7755,,,,,,
Moçambique,0.0256,0.032,0.064,0.112,0.224,0.2528,0.2784,0.4127,0.5375,0.7807,1.3086,1.7693,2.2012,2.6843,3.1003,3.6314,4.5912,5.1703,6.1013,7.17,8.4401,,,,,,,,,
Namíbia,0.1181,0.3148,0.551,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.7478,0.9052,0.9839,1.22,1.771,4.7621,13.7746,26.2898,42.4258,63.6781,83.789,110.2757,139.4779,,,,,,,,
Nepal,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0137,0.0206,0.0309,0.103,0.1682,0.2025,0.3501,0.9164,1.771,4.1597,9.9942,17.3732,28.3971,40.3442,52.3702,57.1408,59.8727,63.0611,67.8558,76.2403,85.6545,
Países Baixos,0.2218,2.9355,12.0106,37.5725,79.9306,120.7012,165.2536,204.4486,227.5943,242.3012,253.343,260.5622,268.2833,273.9384,281.8463,288.371,291.8726,294.9832,297.3994,300.3874,306.2468,314.534,331.1959,360.1894,364.2046,,,,,
Nova Zelândia,0.0622,0.1037,0.5806,5.8687,16.5276,25.6935,29.0529,30.1935,30.6704,30.8985,31.0644,31.1889,31.1889,31.1889,31.1889,31.2511,31.5207,31.728,31.9769,32.122,32.2672,32.3502,32.5368,33.2211,,,,,,
Nicarágua,0.0302,0.0755,0.0906,0.1359,0.151,0.1962,0.2415,0.3774,3.8342,11.4574,16.8766,22.0996,27.5188,32.7569,38.0252,42.9614,47.5051,51.9129,55.4301,58.9021,62.1174,62.1174,,,,,,,,
Níger,0.0413,0.4048,1.6937,2.4126,2.772,2.9703,3.2264,3.6188,3.8171,3.9452,3.9782,4.0237,4.2137,4.3624,4.4657,4.5318,4.5525,4.6434,4.6929,4.7632,4.7962,,,,,,,,,
Nigéria,0.0005,0.001,0.0039,0.0315,0.0893,0.1397,0.2144,0.4759,0.9372,1.7105,2.5041,3.4035,4.3247,5.5865,7.0603,8.9648,10.9702,13.1513,14.9161,16.908,18.894,20.7088,21.9482,23.3415,,,,,,
Macedônia do Norte,0.048,0.336,1.248,7.1039,15.7917,28.7514,43.5831,59.0868,68.2067,73.2466,80.3504,88.2703,96.6701,114.7658,155.469,206.348,254.923,304.0261,347.7052,399.9282,451.7672,495.1103,537.6855,579.9727,593.1244,,,,,
Noruega,0.5903,7.3784,26.9864,52.8108,85.6077,112.2621,122.1676,132.6449,141.2961,146.7376,150.4637,152.4928,154.6325,155.9606,158.1926,159.742,161.808,163.7817,165.036,166.0321,166.9913,168.7805,172.6911,179.8666,181.7112,,,,,
Omã,0.1175,0.3133,0.4308,1.077,3.2703,5.8356,11.7299,24.7913,39.1256,50.2876,66.5606,101.5543,152.1553,223.9639,330.5901,459.8144,577.113,747.0686,904.2761,1096.9082,1305.3825,1488.3604,1550.1233,1597.5323,1616.1552,,,,,
Paquistão,0.0023,0.0072,0.1068,0.44,0.8774,1.8267,2.6425,4.3302,6.615,9.9818,15.5442,19.9038,26.1236,34.5861,49.0361,67.4179,83.7666,94.7688,106.1644,114.8089,120.4641,124.1732,126.9673,128.8682,129.78,,,,,
Panamá,1.2747,7.9958,22.9213,46.0743,78.7992,103.5282,139.544,166.7993,199.6863,225.4119,259.1797,320.6894,390.6121,496.481,620.0103,759.8325,911.6135,1093.2919,1261.3891,1423.9935,1586.5515,1747.3481,1818.0819,,,,,,,
Papua-Nova Guiné,0.0112,0.0112,0.0224,0.0782,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.1118,0.1229,0.1229,0.1229,0.3465,0.7041,1.8218,3.2078,,,,,,,,,
Paraguai,0.0841,0.2524,0.7851,1.3459,1.8647,2.8321,3.1966,5.1875,9.66,10.9078,11.9172,13.5155,15.2821,17.6795,19.0956,27.2273,33.4383,39.5371,50.8795,60.6797,76.9011,94.0058,117.6159,,,,,,,
Peru,0.0455,0.7097,1.7591,4.2885,15.9409,37.8838,63.4299,112.1441,177.5029,244.4631,329.8844,430.0001,555.6193,651.4283,741.2019,814.6403,885.616,959.7519,1035.9927,1125.4933,1215.2274,1381.2053,1512.0624,,,,,,,
Filipinas,0.0018,0.0027,0.0027,0.0027,0.0027,0.0447,0.1843,0.5804,2.1089,3.5316,4.9762,6.1233,7.494,9.1293,10.6022,12.065,13.7332,18.0214,21.657,24.8565,29.4713,35.1438,45.9559,53.7045,65.9503,78.0116,105.8394,131.1805,134.6273,
Polónia,0.0581,0.6289,2.3807,6.1062,12.8096,19.0294,26.042,32.2829,38.1302,44.7094,50.9108,58.3249,64.4576,72.8203,79.7826,85.9443,90.8747,96.2094,101.6128,107.756,116.0051,127.2214,139.9359,143.968,,,,,,
Portugal,0.2942,2.4027,15.6913,58.4698,110.6043,162.6505,198.162,234.0363,248.6194,270.4892,284.7585,300.3224,318.7303,340.2372,359.822,383.7807,408.4259,430.5016,456.1472,476.9774,491.9627,504.7021,516.5196,525.1498,,,,,,
Catar,0.2777,11.1071,16.3135,19.5068,37.3127,87.1903,161.8505,295.8988,489.2656,701.1672,1021.328,1405.0765,1836.3772,2273.3008,2658.3336,2966.346,3220.4892,3424.1994,3562.2392,3675.67,3770.7741,3842.1716,3900.7613,3966.64,,,,,,
Roménia,0.0156,0.13,0.9565,4.1273,11.6698,22.9601,35.7579,48.0411,60.3815,71.9265,82.0161,89.361,95.7963,101.4519,107.856,116.5161,127.3802,140.1935,153.9686,174.5792,203.4184,244.5876,287.1498,331.4431,346.3565,,,,,
Rússia,0.0014,0.0014,0.0014,0.0014,0.0027,0.0192,0.1364,0.5756,2.4312,6.9422,19.1442,43.0145,72.9766,121.397,172.8481,217.6004,259.7406,301.8739,343.853,383.9539,420.153,452.4161,483.9433,515.0339,543.888,570.7994,596.2862,620.6635,,
Ruanda,0.1313,0.4169,0.6871,0.911,1.1041,1.3588,1.9225,2.1077,2.2158,2.4783,2.7408,3.2427,3.9375,5.1034,6.6243,8.3461,9.6663,11.4652,13.3491,15.6112,16.4296,16.9855,,,,,,,,
São Cristóvão e Névis,15.0379,20.6771,26.3163,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,28.196,30.0758,31.9555,31.9555,31.9555,31.9555,31.9555,31.9555,,,,,,,,,
Santa Lúcia,1.0892,1.6337,7.0796,8.1687,8.1687,8.1687,9.2579,9.8025,9.8025,9.8025,9.8025,10.3471,10.3471,10.3471,10.3471,11.9808,11.9808,12.5254,13.07,13.6146,13.6146,13.6146,,,,,,,,
São Vicente e Granadinas,9.0139,9.0139,27.0416,108.1666,108.1666,126.1943,144.2221,153.236,153.236,162.2499,234.3609,234.3609,243.3748,261.4026,261.4026,261.4026,261.4026,315.4858,468.7218,486.7496,504.7774,513.7912,,,,,,,,
San Marino,47.1545,182.7238,350.7117,613.0088,695.5292,822.2569,1096.3426,1438.2128,1659.2497,1791.8717,1895.0223,1933.3353,1965.754,1986.3841,2036.4858,2051.2216,2057.1159,2057.1159,2057.1159,2060.0631,2060.0631,2060.0631,2060.0631,2060.0631,2060.0631,,,,,
São Tomé e Príncipe,1.8252,1.8252,1.8252,7.3006,94.9083,107.2281,114.5287,220.3879,234.0766,301.6075,318.4902,325.3346,328.5286,332.6352,340.3921,393.778,398.7972,400.6224,402.9038,,,,,,,,,,,
Arábia Saudita,0.0316,0.2959,1.4678,3.7313,6.8995,12.8167,26.8916,50.3305,77.5869,112.1622,157.2706,208.4227,244.9053,292.7396,366.3511,452.7276,524.1962,601.7975,667.145,720.7472,766.7662,800.9308,829.2384,845.9818,,,,,,
Senegal,0.0239,0.1433,0.4001,0.8481,1.3259,1.6722,2.1918,4.0074,7.0593,10.2067,14.8113,18.1976,21.7691,25.8482,30.3991,35.165,39.3337,44.1951,48.5848,52.6161,57.818,61.7776,66.7406,70.115,,,,,,
Sérvia,0.2175,1.1788,4.3949,13.4022,32.8131,60.865,83.2745,103.1088,112.7112,118.7314,124.9689,129.3295,132.4311,138.5085,144.3913,153.0437,173.9081,198.4808,225.6628,256.8622,288.5651,312.8172,331.8847,,,,,,,
Seychelles,7.1177,7.1177,10.1681,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,82.3614,101.6808,109.8152,109.8152,115.9161,128.1178,129.1346,,,,,,,,
Serra Leoa,0.0752,0.1254,0.5391,1.1659,2.2314,4.2372,6.5062,9.214,10.8437,12.5486,14.7424,16.7983,18.1773,19.3933,20.5842,21.4492,22.3518,23.1667,24.0316,24.32,,,,,,,,,,
Singapura,0.1197,0.4786,0.8547,1.4358,1.5897,1.8802,3.0426,5.3501,10.7857,17.093,27.742,63.2271,173.3403,267.3519,345.2448,433.2396,501.9194,561.9501,622.2713,666.0294,704.5058,728.5557,754.1781,774.2795,801.2865,833.1821,880.8203,927.3646,946.8677,948.6112
Eslováquia,0.2931,2.2529,4.1395,7.8027,12.8397,17.8949,24.269,25.5694,26.4669,27.0531,27.511,27.8407,27.9506,28.2253,28.6099,29.8554,31.1376,33.9033,35.7349,38.2626,41.4862,45.4242,50.1681,,,,,,,
Eslovénia,2.7418,13.2279,25.3976,40.4533,52.4787,60.0307,65.0813,68.2079,69.6509,70.3725,70.613,70.7573,71.0459,71.575,72.2965,74.1244,77.5877,84.8029,90.3346,96.4916,101.7346,106.2081,110.7777,112.1727,,,,,,
Somália,0.0063,0.0189,0.044,0.1573,1.0319,2.7433,4.5428,6.6318,8.9409,10.0294,12.433,14.6855,16.4724,17.4854,18.209,18.8571,19.2472,19.6247,19.9959,20.2602,20.3043,20.3043,,,,,,,,
África do Sul,0.0219,0.1956,1.1954,2.3268,3.1108,4.2254,6.129,9.0206,13.165,20.3579,30.3547,43.7322,63.2707,93.445,135.5822,188.4985,268.6503,378.8062,524.4577,665.9193,794.3575,893.4222,959.2507,965.904,,,,,,
Sudão do Sul,0.0357,0.0357,0.0447,0.402,1.072,2.1083,5.8515,8.88,8.88,15.1245,16.813,17.349,18.0548,18.0548,19.5735,20.172,21.0118,22.0034,22.1374,,,,,,,,,,,
Espanha,0.0021,0.0043,0.0043,0.0684,0.8555,11.1903,43.6533,140.561,254.9451,338.5173,408.17,455.6197,460.308,476.6508,492.3197,502.246,510.2452,515.4083,520.18,525.2404,530.2239,535.8704,543.0632,556.6383,582.6592,617.0963,672.3634,721.4963,,
Sri Lanka,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0841,0.3829,0.5464,0.8219,0.9807,1.2656,2.4424,3.3531,4.0302,4.5813,5.3285,7.6261,8.5695,8.8216,9.1065,9.5128,9.6949,12.2214,12.7211,12.992,13.1834,13.2815,13.459,
Sudão,0.0046,0.0068,0.0182,0.0342,0.073,0.3968,1.008,2.1209,4.146,7.1563,9.9112,13.031,15.348,18.2899,20.4884,21.8316,23.1657,24.0072,25.6264,26.2171,26.8648,27.6287,,,,,,,,
Suriname,0.6819,1.3637,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.8751,2.0456,15.3418,31.8769,49.9461,66.3107,95.6307,123.7573,160.7481,222.4563,281.2666,375.5336,470.6528,,,,,,,,
Suécia,0.0099,0.0099,0.0099,0.0693,0.9308,5.9311,14.2486,28.1209,55.1327,90.5115,124.1675,165.9032,208.8469,243.8098,283.0107,318.5578,353.7584,414.7133,478.1338,554.9216,632.6203,699.4469,736.0239,761.2138,779.8884,793.127,811.6135,830.2782,,
Suíça,0.4853,4.3214,25.4199,101.622,183.9711,250.2362,296.8125,322.8795,336.976,346.4161,350.6103,353.5336,355.2553,356.6996,357.8666,359.7038,361.772,365.7237,373.3843,380.6752,388.6247,398.3652,411.5258,424.1433,432.1737,,,,,
Síria,0.0286,0.0914,0.1429,0.2171,0.24,0.2514,0.2686,0.2914,0.4,0.6971,0.7143,0.9714,1.1314,1.4628,1.9314,2.2513,2.8342,3.5827,4.457,6.4283,8.1825,,,,,,,,,
Taiwan,0.0336,0.0462,0.0756,0.0924,0.1302,0.1763,0.1973,0.3233,0.9027,1.352,1.5787,1.6501,1.7845,1.8013,1.839,1.8474,1.8474,1.8516,1.86,1.86,1.8684,1.8726,1.8768,1.8852,1.8936,1.8936,1.9608,1.9986,2.0154,2.0196
Tajiquistão,3.9737,8.3983,22.4374,35.8998,43.9417,49.939,54.741,59.0292,62.961,66.7251,70.1955,73.5507,76.7485,79.9464,82.9555,83.3539,,,,,,,,,,,,,,
Tanzânia,0.0201,0.0234,0.0368,0.0536,0.2846,0.5006,0.8036,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,,,,,,,,
Tailândia,0.0201,0.0358,0.0473,0.0501,0.053,0.0616,0.0759,0.2536,1.1848,2.3653,3.235,3.7436,4.0272,4.2092,4.2808,4.3224,4.3453,4.3625,4.4169,4.4713,4.4914,4.5215,4.543,4.5802,4.6232,4.6633,4.7235,4.7579,4.8009,4.8123
Timor-Leste,0.0758,0.0758,0.1517,1.3652,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8962,1.8962,,,,,,,,,
Togo,0.0121,0.0121,0.2778,0.4711,0.8818,0.9784,1.063,1.4012,1.6307,2.8748,4.276,5.0974,5.6168,6.3295,6.6073,7.1025,8.0568,8.5037,9.0473,10.0015,10.9679,12.2241,13.3354,,,,,,,
Trinidad e Tobago,0.6431,4.716,7.0026,7.7886,8.1458,8.2173,8.2887,8.2887,8.2887,8.2887,8.2887,8.3602,8.3602,8.7889,8.8604,9.2891,9.5035,9.7178,10.1466,12.0758,16.0773,28.8677,,,,,,,,
Tunísia,0.0423,0.2031,0.9646,3.3337,5.2713,6.3205,7.4797,8.2497,8.6474,8.732,8.8335,8.8927,9.1889,9.1974,9.5189,9.8066,9.9335,10.1958,11.0504,11.7526,12.4211,13.4026,14.7056,15.6279,,,,,,
Turquia,0.0557,2.2196,16.0436,40.4427,77.2015,113.3413,135.9429,153.5362,167.7455,179.7684,188.2425,196.2969,204.0739,214.9633,225.4768,237.0266,246.5014,254.9151,262.6304,270.316,278.5589,288.3361,291.247,,,,,,,
Estados Unidos,0.0015,0.0033,0.0036,0.0039,0.0045,0.0221,0.2148,1.8553,16.3479,57.0159,120.2383,183.9496,244.505,306.8006,365.0336,415.4504,463.8482,510.3171,555.0934,598.1559,645.835,709.2061,796.4933,905.1583,1036.721,1177.9999,1316.0638,1441.4024,1553.2226,1585.7438
Uganda,0.0503,0.1049,0.1159,0.1224,0.164,0.1858,0.2208,0.4438,0.5772,0.7193,1.2177,1.4997,1.6506,1.8211,1.9916,2.1993,2.3087,2.3808,2.5229,2.7415,2.958,,,,,,,,,
Ucrânia,0.0023,0.016,0.1669,1.253,3.016,7.0929,13.0563,20.5996,28.1956,35.7801,42.5667,48.578,56.1626,64.1998,74.3956,87.0174,101.8389,114.4493,126.4126,138.9476,153.4192,170.9915,191.6414,201.5285,,,,,,
Emirados Árabes Unidos,0.0506,0.0809,0.091,0.1314,0.273,0.7482,0.9909,2.5075,6.7136,23.8514,49.8766,78.4094,115.061,153.6035,198.7887,253.4073,314.3047,361.8458,403.4619,434.5829,461.8922,492.0629,531.8287,561.8882,581.3515,602.0584,620.3186,636.6374,641.9254,
Reino Unido,0.0133,0.025,0.0324,0.0648,0.4346,2.6368,9.6235,30.89,71.7644,121.2223,166.1727,216.1093,263.34,301.0738,331.1625,356.6758,373.9415,387.4731,397.8846,408.0222,416.1564,420.2412,425.9405,433.2498,440.048,447.6769,456.3473,464.897,,
Uruguai,2.706,6.8514,10.6226,13.6165,14.4513,16.0346,18.5104,19.6906,20.8421,21.5618,23.3467,23.9512,24.383,24.4694,26.1103,27.2618,28.1254,29.536,32.8465,35.7829,37.9419,40.5616,,,,,,,,
Uzbequistão,0.1285,0.3107,0.7948,2.2917,4.4519,5.5633,6.3282,7.0184,8.1807,9.3071,10.5948,12.2321,14.8375,18.3841,22.9524,29.0058,37.3866,48.3609,59.613,74.0472,88.5949,99.5632,,,,,,,,
Venezuela,0.1477,0.3763,0.5381,0.6014,0.7174,1.1183,1.1781,1.3645,1.6142,3.3197,4.8178,7.5433,10.1245,12.6284,16.8062,22.9885,30.9573,39.3551,50.1584,65.3187,84.984,106.7979,,,,,,,,
Vietnã,0.0021,0.0082,0.0154,0.0164,0.0164,0.0164,0.039,0.0771,0.1449,0.224,0.2579,0.2743,0.2753,0.2774,0.2784,0.2959,0.3329,0.3359,0.337,0.3411,0.3442,0.3616,0.3647,0.3791,0.3914,0.4192,0.4715,0.7366,0.9071,0.9359
Cisjordânia e Faixa de Gaza,0.6677,0.9125,1.3131,2.9823,5.8534,6.4766,7.4558,7.6562,8.3238,8.3461,8.858,9.6592,10.1711,10.7943,12.3522,29.5563,61.3827,111.9267,157.2182,209.1643,251.1396,290.778,337.939,344.7716,,,,,,
Saara Ocidental,0.6696,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.5067,1.5067,1.5067,1.5067,1.6741,1.6741,1.6741,1.6741,1.6741,1.6741,1.6741,1.6741,,,,,,,,,,,
Iémen,0.0034,0.0034,0.0201,0.0838,0.285,0.6605,0.9321,1.5188,1.9815,3.0477,3.6076,4.0937,4.5464,5.2035,5.5455,5.7869,5.9277,6.1926,,,,,,,,,,,,
Zâmbia,0.0163,0.1904,0.2121,0.2448,0.3808,0.5168,0.7507,2.3988,4.1993,5.0044,5.9236,6.5274,7.6425,8.0342,8.6706,10.3079,10.3079,18.4182,27.2085,36.9507,45.0121,47.1226,,,,,,,,
Zimbábue,0.0202,0.0606,0.074,0.1547,0.1884,0.2691,0.2691,0.2489,0.3431,1.0025,1.5946,2.2337,3.1151,3.7072,4.1513,5.9544,9.1637,14.2906,20.8034,29.1934,33.5735,,,,,,,,,
