País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20,19/04/20,20/04/20,21/04/20,22/04/20,23/04/20,24/04/20,25/04/20,26/04/20,27/04/20,28/04/20,29/04/20,30/04/20,01/05/20,02/05/20,03/05/20,04/05/20,05/05/20,06/05/20,07/05/20,08/05/20,09/05/20,10/05/20,11/05/20,12/05/20,13/05/20,14/05/20,15/05/20,16/05/20,17/05/20,18/05/20,19/05/20,20/05/20,21/05/20,22/05/20,23/05/20,24/05/20,25/05/20,26/05/20,27/05/20,28/05/20,29/05/20,30/05/20,31/05/20,01/06/20,02/06/20,03/06/20,04/06/20,05/06/20,06/06/20,07/06/20,08/06/20,09/06/20,10/06/20,11/06/20,12/06/20,13/06/20,14/06/20,15/06/20,16/06/20,17/06/20,18/06/20,19/06/20,20/06/20,21/06/20,22/06/20,23/06/20,24/06/20,25/06/20,26/06/20,27/06/20,28/06/20,29/06/20,30/06/20,01/07/20,02/07/20,03/07/20,04/07/20,05/07/20,06/07/20,07/07/20,08/07/20,09/07/20,10/07/20,11/07/20,12/07/20,13/07/20,14/07/20,15/07/20
Suíça,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0116,0.0924,0.0924,0.208,0.312,0.4853,0.6471,1.0399,1.3172,2.4727,3.0966,3.8939,4.3214,5.6733,7.5335,7.5335,13.1606,15.7026,25.4199,25.4199,31.1972,34.9871,47.0847,61.1696,75.971,86.3585,101.622,114.124,125.9096,136.4704,149.3768,162.6414,171.342,183.9711,191.8628,205.3007,217.5369,226.5379,236.9254,243.8004,250.2362,257.1227,268.9892,277.8978,283.675,290.0993,293.6581,296.8125,299.678,304.2998,308.8754,312.8733,316.6401,320.5224,322.8795,324.2545,326.6232,329.2576,331.349,333.8563,335.7859,336.976,338.1315,339.7838,341.852,343.227,344.5211,345.5379,346.4161,346.7396,347.3289,348.0915,349.0274,349.5358,350.1597,350.6103,351.0263,351.4076,351.9853,352.5746,353.2448,353.4181,353.5336,353.7763,354.2385,354.6544,354.8046,355.0126,355.1397,355.2553,355.4286,355.6019,355.833,356.2027,356.3992,356.5956,356.6996,356.7342,356.9538,357.1849,357.4506,357.6817,357.7857,357.8666,358.0515,358.3172,358.6985,358.918,359.2762,359.542,359.7038,359.9695,360.3508,360.501,360.9054,360.9979,361.564,361.772,362.0262,362.5346,363.1354,363.8056,364.6029,365.3192,365.7237,366.44,368.023,369.3633,370.9116,372.0324,372.8412,373.3843,374.0082,375.4988,376.5156,377.7172,379.1847,379.9473,380.6752,381.484,383.0092
Síria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0057,0.0057,0.0286,0.0286,0.0286,0.0286,0.0514,0.0571,0.0571,0.0571,0.0914,0.0914,0.0914,0.1086,0.1086,0.1086,0.1086,0.1086,0.1086,0.1429,0.1429,0.1429,0.1657,0.1886,0.1886,0.2171,0.2171,0.2228,0.2228,0.24,0.24,0.24,0.24,0.24,0.2457,0.2457,0.2457,0.2457,0.2457,0.2514,0.2514,0.2514,0.2514,0.2514,0.2571,0.2571,0.2686,0.2686,0.2686,0.2686,0.2686,0.2743,0.2743,0.2857,0.2914,0.3314,0.3314,0.3314,0.3314,0.3314,0.3371,0.4,0.4914,0.6057,0.6914,0.6914,0.6971,0.6971,0.6971,0.6971,0.7028,0.7028,0.7028,0.7085,0.7085,0.7143,0.8057,0.8228,0.8343,0.8685,0.9371,0.9371,0.9714,1.0114,1.0114,1.0114,1.0171,1.0685,1.0685,1.1314,1.1657,1.2514,1.32,1.32,1.3828,1.4571,1.4628,1.4628,1.5371,1.5942,1.6742,1.7828,1.8742,1.9314,2.0456,2.1256,2.1256,2.1256,2.1256,2.2513,2.2513,2.2513,2.3828,2.5085,2.617
Taiwan,0.0042,0.0042,0.0126,0.0126,0.0168,0.021,0.0336,0.0336,0.0378,0.042,0.042,0.042,0.042,0.0462,0.0462,0.0672,0.0672,0.0714,0.0756,0.0756,0.0756,0.0756,0.0756,0.0756,0.0756,0.084,0.0924,0.0924,0.0966,0.1008,0.1092,0.1092,0.1176,0.126,0.1302,0.1344,0.1344,0.1428,0.1638,0.1679,0.1721,0.1763,0.1763,0.1847,0.1889,0.1889,0.1889,0.1889,0.1973,0.2015,0.2057,0.2099,0.2225,0.2477,0.2813,0.3233,0.4199,0.4535,0.5668,0.6424,0.7096,0.8188,0.9027,0.9867,1.0581,1.1211,1.1882,1.2512,1.2848,1.352,1.3814,1.4234,1.4612,1.4905,1.5241,1.5661,1.5787,1.5913,1.5955,1.6039,1.6165,1.6291,1.6501,1.6501,1.6585,1.6585,1.6585,1.6711,1.7635,1.7719,1.7845,1.7887,1.7929,1.7971,1.8013,1.8013,1.8013,1.8013,1.8013,1.8013,1.8013,1.8138,1.8306,1.839,1.839,1.8432,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8474,1.8516,1.8516,1.8516,1.8516,1.8516,1.8516,1.8516,1.8558,1.8558,1.8558,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.8684,1.8684,1.8684,1.8726,1.8726,1.8726,1.8726,1.8726,1.8726,1.8726,1.8768,1.8768,1.8768,1.8768,1.8768,1.8768,1.8768,1.881,1.8852,1.8852,1.8852,1.8852,1.8852,1.8852,1.8852,1.8852,1.8936,1.8936,1.8936,1.8936,1.8936
Tajiquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573,0.1573,0.7968,1.3421,2.4115,3.072,3.9737,4.8335,5.473,6.4167,6.4167,6.9304,7.6434,8.3983,9.5097,11.722,13.8609,15.9788,18.1282,20.2985,22.4374,24.6392,26.7466,28.7073,30.7099,32.5028,34.2433,35.8998,37.3572,38.6469,39.9155,41.2051,42.0754,42.9876,43.9417,44.9692,45.8184,46.6887,47.4855,48.3243,49.1736,49.939,50.6834,51.3963,52.1198,52.7908,53.4409,54.1014,54.741,55.3491,55.9677,56.6073,57.2154,57.8025,58.3687,59.0292,59.6688,60.256,60.8012,61.3254,61.8601,61.8601,62.961,63.5167,63.5167,64.5757,65.1419,65.6556,66.2113,66.7251,67.2074,67.7002,68.2139,68.6962,69.1575,69.6503,70.1955
Tanzânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017,0.005,0.01,0.01,0.01,0.0201,0.0201,0.0201,0.0201,0.0218,0.0218,0.0234,0.0234,0.0318,0.0318,0.0335,0.0335,0.0335,0.0335,0.0368,0.0402,0.0402,0.0419,0.0419,0.0536,0.0536,0.0536,0.082,0.0887,0.1473,0.1574,0.2461,0.2461,0.2846,0.4252,0.4252,0.4754,0.4754,0.5006,0.5006,0.5006,0.5006,0.5006,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8036,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521,0.8521
Tailândia,0.0029,0.0043,0.0072,0.01,0.0115,0.0115,0.0201,0.0201,0.0201,0.0272,0.0272,0.0272,0.0272,0.0358,0.0358,0.0358,0.0358,0.0458,0.0458,0.0458,0.0473,0.0473,0.0473,0.0473,0.0473,0.0487,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.0501,0.053,0.0573,0.0573,0.0587,0.0602,0.0602,0.0616,0.0616,0.0616,0.0673,0.0688,0.0716,0.0716,0.0716,0.0759,0.0845,0.1003,0.1074,0.1175,0.1633,0.2106,0.2536,0.3037,0.3897,0.4613,0.5888,0.8582,1.033,1.1848,1.3381,1.4971,1.6275,1.7837,1.9885,2.1834,2.3653,2.5373,2.6862,2.8338,2.9613,3.1075,3.1805,3.235,3.394,3.4713,3.543,3.6075,3.6547,3.6948,3.7436,3.7865,3.8281,3.8682,3.9155,3.9613,4.0,4.0272,4.0487,4.0673,4.1648,4.1648,4.1862,4.1991,4.2092,4.2221,4.2321,4.2407,4.2493,4.2536,4.2794,4.2808,4.2822,4.2865,4.298,4.3037,4.3109,4.3195,4.3224,4.3224,4.3238,4.3338,4.3338,4.3381,4.3424,4.3453,4.3467,4.351,4.351,4.3553,4.3553,4.3582,4.3625,4.3754,4.3911,4.4069,4.4083,4.414,4.4155,4.4169,4.4183,4.4427,4.4441,4.447,4.4585,4.4685,4.4713,4.4771,4.4771,4.4828,4.49,4.4914,4.4914,4.4914,4.4914,4.5,4.5072,4.5086,4.51,4.5143,4.5215,4.5244,4.5244,4.5301,4.5301,4.5301,4.5401,4.543,4.5458,4.5544,4.5559,4.563,4.5702,4.5774,4.5802,4.5802,4.5874,4.5874,4.6075,4.6089,4.6132,4.6232,4.6304
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.1517,0.1517,0.1517,0.3034,0.4551,0.6068,1.3652,1.3652,1.3652,1.4411,1.6686,1.7445,1.7445,1.7445,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.1087,0.1933,0.1933,0.2174,0.2416,0.2778,0.2778,0.302,0.302,0.302,0.3624,0.4107,0.4348,0.4711,0.4832,0.4952,0.5315,0.7006,0.7851,0.8455,0.8818,0.918,0.918,0.918,0.9301,0.9301,0.9784,0.9784,1.0026,1.0146,1.0146,1.0146,1.0388,1.063,1.063,1.0871,1.1596,1.1838,1.1838,1.1958,1.3166,1.4012,1.4857,1.4857,1.4978,1.522,1.5461,1.5461,1.6307,1.7515,1.8481,2.1018,2.1863,2.4038,2.6453,2.8748,3.1768,3.5996,3.6358,3.9861,4.0828,4.1069,4.276,4.3847,4.5055,4.6022,4.6626,4.723,4.7713,5.0974,5.1699,5.2303,5.339,5.3511,5.3752,5.4598,5.6168,5.8584,5.8825,5.9792,6.0033,6.0517,6.3053,6.3295,6.3416,6.402,6.402,6.414,6.4865,6.5711,6.6073,6.7039,6.7764,6.873,6.873,6.9576,7.0421,7.1025,7.1388,7.4287,7.7548,7.7669,7.8515,7.9843,8.0568,8.1051,8.1655,8.2138,8.2138,8.3225,8.395,8.5037,8.5762,8.5762,8.697,8.7091,8.8299,8.9386
Trinidad e Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.2858,0.3573,0.5002,0.6431,0.6431,3.5013,3.5727,3.6442,4.0729,4.2873,4.6446,4.716,5.2876,5.5735,5.8593,6.2166,6.4309,6.7167,7.0026,7.3598,7.4313,7.5027,7.6457,7.6457,7.7886,7.7886,8.0029,8.0744,8.0744,8.0744,8.1458,8.1458,8.1458,8.1458,8.1458,8.1458,8.2173,8.2173,8.2173,8.2173,8.2173,8.2173,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.3602,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.7889,8.8604,9.0033,9.0033,9.0033,9.2891,9.2891,9.2891,9.2891,9.2891,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035,9.5035
Tunísia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0085,0.0085,0.0085,0.0169,0.0169,0.0423,0.0592,0.0592,0.1354,0.1523,0.1523,0.1692,0.2031,0.2454,0.33,0.4569,0.5077,0.6346,0.753,0.9646,1.4638,1.6669,1.9207,2.3522,2.6399,2.6399,3.3337,3.5791,3.8499,4.1883,4.6791,4.8567,5.0429,5.2713,5.3136,5.4406,5.6775,5.7959,5.9821,6.1428,6.3205,6.5998,6.9551,7.3105,7.3105,7.4374,7.4797,7.4797,7.6913,7.7674,7.8012,7.9451,8.0297,8.182,8.2497,8.292,8.4105,8.4443,8.5374,8.5712,8.6135,8.6474,8.6728,8.6812,8.7151,8.732,8.732,8.732,8.732,8.732,8.732,8.7574,8.7743,8.7743,8.8251,8.8335,8.842,8.8504,8.8674,8.8674,8.8927,8.8927,8.8927,8.8927,9.0366,9.062,9.1043,9.1127,9.172,9.1889,9.1974,9.1974,9.1974,9.1974,9.1974,9.1974,9.1974,9.1974,9.1974,9.2481,9.2566,9.2735,9.392,9.5189,9.5443,9.5781,9.6966,9.7812,9.7896,9.8066,9.8066,9.815,9.8319,9.8489,9.8827,9.8912,9.9166,9.9335,9.9419,9.9673,9.9927,10.035,10.0519,10.145,10.1958,10.3312,10.4158,10.4919,10.5342,10.6865,11.0165,11.0504,11.1604
Turquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0012,0.0059,0.0059,0.0071,0.0213,0.0557,0.1162,0.2277,0.4257,0.7944,1.4655,1.8129,2.2196,2.8848,4.3029,6.7561,8.7765,10.9285,12.8375,16.0436,18.5904,21.5025,24.8058,28.3783,32.0954,35.828,40.4427,45.3242,50.1334,55.7618,61.8539,67.5322,72.3852,77.2015,82.2774,87.9699,93.1312,97.6167,102.3322,107.8741,113.3413,116.9968,120.6914,124.3931,127.7854,130.5801,133.1068,135.9429,139.4241,142.5247,145.119,147.4702,149.4503,151.364,153.5362,156.2076,158.5517,160.7428,162.5759,164.4042,165.7251,167.7455,169.6889,171.6275,173.6526,175.5616,177.1836,178.5566,179.7684,180.9209,182.0603,183.1891,184.5954,185.9482,187.1185,188.2425,189.4697,190.8712,192.2241,193.3896,194.3844,195.365,196.2969,197.3249,198.4964,199.5991,200.6401,201.7238,202.8965,204.0739,205.1671,206.3374,207.7543,209.4842,211.3362,213.2238,214.9633,216.6576,218.2037,219.6432,221.1229,222.5363,223.9733,225.4768,227.2458,228.9746,230.6298,232.2565,233.8643,235.4935,237.0266,238.4399,239.8461,241.2358,242.6041,243.9652,245.2529,246.5014,247.7357,248.9499,250.1391,251.3438,252.5437,253.7389,254.9151,256.0379
Estados Unidos,0.0003,0.0003,0.0006,0.0006,0.0015,0.0015,0.0015,0.0015,0.0015,0.0021,0.0024,0.0024,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0036,0.0036,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0048,0.0048,0.0073,0.0091,0.016,0.0221,0.0314,0.0526,0.0671,0.1018,0.1363,0.1568,0.2148,0.335,0.4716,0.6517,0.8671,0.8967,1.3172,1.8553,2.6939,4.277,5.8848,7.8021,10.1996,13.2476,16.3479,19.956,25.4049,30.8988,36.8786,42.6598,49.1558,57.0159,64.714,73.8997,83.5483,93.5639,101.985,110.9402,120.2383,129.8135,140.3137,150.4347,159.506,168.1322,175.7729,183.9496,192.7398,202.1954,212.0817,220.6439,228.5103,236.7703,244.4778,252.9956,263.3263,274.2903,284.2361,292.6013,299.3607,306.8006,315.0809,324.066,334.3867,343.2069,350.9371,357.727,365.0336,372.6638,381.0873,389.2981,397.0723,403.0433,408.7466,415.3792,421.7821,430.1256,437.769,445.3523,451.0937,457.6704,463.8482,470.9844,478.7007,485.994,492.587,498.8749,504.6123,510.3171,515.8403,522.733,530.1359,537.4564,543.5376,548.7808,555.0934,561.123,567.5734,575.1939,582.0615,587.4183,592.6795,598.1559,604.4381,611.3715,619.024,626.7448,632.7339,638.6734,645.835,653.5567,661.9581,671.4686,681.3625,689.3501,698.5754,709.2061,719.7604,731.8065,745.4786,758.3803,770.1733,782.6729,796.4933,811.9536,828.407,844.5132,858.3741,873.4444,887.0252,905.1583,922.8624,941.9701,962.0989,980.6341,998.4639,1016.3535,1036.721,1056.7429
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,0.0197,0.0197,0.0306,0.0306,0.0503,0.0656,0.0721,0.0721,0.0962,0.0962,0.0984,0.1049,0.1049,0.1137,0.1137,0.1137,0.1159,0.1159,0.1159,0.1159,0.1181,0.1181,0.1202,0.1202,0.1202,0.1224,0.1202,0.1202,0.1224,0.1334,0.1377,0.1618,0.164,0.164,0.1727,0.1727,0.1727,0.1771,0.1815,0.1858,0.1924,0.1946,0.2121,0.2142,0.2186,0.2208,0.2208,0.2536,0.2645,0.2645,0.282,0.3039,0.3498,0.4438,0.4963,0.4963,0.5422,0.5684,0.5772,0.3498,0.3826,0.4329,0.4329,0.4853,0.5531,0.6143,0.693,0.7193,0.9029,0.9117,0.9991,1.0691,1.1084,1.1412,1.2177,1.2964,1.3467,1.4123,1.4363,1.4538,1.4844,1.4997,1.5172,1.5216,1.5413,1.5828,1.6003,1.62,1.6506,1.6681,1.6834,1.6921,1.7424,1.7599,1.7949,1.8211,1.8539,1.878,1.902,1.9436,1.9523,1.972,1.9916,2.0266,2.0529,2.0835,2.1228,2.1359,2.1862,2.1993,2.2146,2.2409,2.2496,2.2737,2.2802
Ucrânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0069,0.0069,0.0069,0.016,0.032,0.032,0.0366,0.0663,0.1075,0.1669,0.1669,0.2218,0.3316,0.4482,0.7088,0.814,1.0861,1.253,1.4748,1.8155,2.051,2.4512,2.801,2.9908,3.016,3.343,3.814,4.3262,5.0373,5.7416,6.3498,7.0929,7.7103,8.6066,9.5144,10.66,11.6752,12.4595,13.0563,14.0052,15.073,16.3947,17.4853,18.5783,19.7033,20.5996,21.5166,22.5592,23.794,24.8344,26.092,27.2398,28.1956,29.0325,30.146,31.3053,32.4578,33.6353,34.8289,35.7801,36.6376,37.5568,38.5217,39.6261,40.8334,41.8235,42.5667,43.1612,43.9706,45.059,46.0697,47.0575,47.9858,48.578,49.3532,50.0872,51.1779,52.1588,53.0574,54.1275,56.1626,56.924,58.0444,59.4072,60.69,61.9681,63.1069,64.1998,65.119,66.3446,67.9246,69.5458,71.2882,72.8293,74.3956,75.9345,77.7111,79.6478,81.7561,83.7225,85.4283,87.0174,88.9496,91.1241,93.4152,95.9785,98.1667,100.2795,101.8389,103.4761,105.0081,107.0592,109.0805,111.191,113.1117,114.4493,115.7504,117.6597,119.5529,121.4531,123.3395,124.9538,126.4126,127.8898,129.8288
Emirados Árabes Unidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404,0.0404,0.0404,0.0404,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0708,0.0708,0.0809,0.0809,0.0809,0.0809,0.0809,0.0809,0.091,0.091,0.091,0.091,0.091,0.091,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1921,0.2123,0.2123,0.2123,0.273,0.273,0.2932,0.2932,0.455,0.455,0.455,0.7482,0.7482,0.8594,0.8594,0.8594,0.9909,0.9909,0.9909,1.1425,1.4155,1.4155,1.547,1.547,2.0019,2.5075,3.3669,3.3669,4.0949,4.7319,5.7632,6.1777,6.7136,8.2302,10.3535,12.7801,15.2168,18.1894,20.99,23.8514,26.8847,30.2313,33.9723,37.774,41.6869,45.711,49.8766,54.2445,58.8955,63.7183,63.7183,68.5614,73.4551,78.4094,83.2929,88.5303,93.8385,99.2174,104.6368,109.5911,115.061,120.6119,126.1931,131.8248,137.4969,143.1994,148.9323,153.6035,159.124,164.1996,169.7909,176.1,183.9966,190.8719,198.7887,206.119,213.1764,220.7291,228.7774,236.1684,244.5806,253.4073,262.9216,271.9606,282.0108,290.2208,298.1173,306.4284,314.3047,323.2326,328.925,335.3757,342.7161,349.3993,355.8197,361.8458,367.619,374.2821,380.5912,386.9206,392.3804,398.1234,403.4619,409.5587,414.4018,419.5886,424.553,427.6267,431.0846,434.5829,438.4453,442.3683,446.3418,450.2648,454.2283,458.0501,461.8922,466.4421,470.7898,474.9352,478.8481,483.2665,487.8063,492.0629,496.1275,500.1718,506.9662,514.2056,521.1113,526.4498,531.8287,536.328,541.707,546.4894,550.5641,554.6185,558.0966,561.8882,564.6687
