País Português,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
Moldávia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0496,0.0496,0.0496,0.0496,0.0992,0.1239,0.1487,0.1983,0.2975,0.3718,0.471,0.5454,0.6693,0.7189,0.7189,0.7437,0.7685,0.8676,0.9916,1.1403,1.3386,1.3882,1.413,1.6609,1.7353,1.7848,1.8592,1.9832,2.0823,2.3302,2.3798,2.5285,2.5533,2.7516,2.8756,3.0243,3.0739,3.0987,3.2722,3.3714,3.5449,3.5945,3.7184,3.9911,4.1894,4.3382,4.5117,4.5861,4.8092,5.0075,5.1314,5.2306,5.3793,5.4785,5.652,5.776,5.8751,5.9991,6.1974,6.4701,6.6188,6.7923,6.9906,7.1394,7.2137,7.3129,7.5608,7.6104,7.6848,7.8087,8.007,8.2053,8.4532,8.7507,9.0482,9.1969,9.2961,9.544,9.8662,10.0645,10.1885,10.486,10.7339,11.0065,11.1553,11.5023,11.7254,11.899,12.1469,12.2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mónaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.1592,0.1592,0.1592,0.1592,0.1592,0.1592,0.1592,0.1592,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.3184,0.4777,0.4777,0.6369,0.6369,0.6369,0.7961,0.7961,0.7961,0.7961,0.7961,0.7961,0.7961,0.9553,0.9553,1.1145,1.1145,1.1145,1.1145,1.1145,1.1145,1.2738,1.2738,1.2738,1.2738,1.2738,1.2738,1.2738,1.2738,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0054,0.0054,0.0054,0.0081,0.0081,0.0108,0.0108,0.0135,0.0163,0.0298,0.0623,0.0677,0.0704,0.0894,0.0975,0.1057,0.1192,0.13,0.1598,0.1896,0.2167,0.2438,0.252,0.2628,0.2899,0.3007,0.3197,0.3414,0.3414,0.3441,0.3522,0.3657,0.3712,0.382,0.3874,0.3928,0.4037,0.4199,0.4281,0.4308,0.4362,0.4389,0.447,0.4552,0.4606,0.4633,0.4687,0.4714,0.485,0.4904,0.4958,0.4958,0.5039,0.5039,0.5093,0.5093,0.5093,0.5093,0.5148,0.5148,0.5202,0.5202,0.5202,0.5229,0.5256,0.531,0.5337,0.5364,0.5391,0.5419,0.5473,0.5473,0.5473,0.5473,0.5527,0.5554,0.5554,0.5581,0.5581,0.5635,0.5635,0.5635,0.5635,0.5635,0.5689,0.5717,0.5717,0.5744,0.5744,0.5744,0.5744,0.5744,0.5771,0.5771,0.5771,0.5771,0.5798,0.5798,0.5798,0.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0032,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0096,0.0096,0.0128,0.0128,0.0128,0.0128,0.0128,0.016,0.016,0.016,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0069,0.0069,0.0069,0.0069,0.0103,0.0103,0.0103,0.0103,0.0137,0.0137,0.0137,0.0172,0.0206,0.0206,0.0275,0.0275,0.0275,0.0309,0.0343,0.0378,0.0446,0.0446,0.048,0.0515,0.0515,0.0515,0.0549,0.0618,0.0652,0.0652,0.0652,0.0686,0.0755,0.0755,0.0755,0.0789,0.0789,0.0824,0.0824,,,
Países Baixos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0175,0.0175,0.0233,0.0292,0.0292,0.0584,0.07,0.1167,0.1401,0.251,0.3385,0.4494,0.6245,0.7995,1.0505,1.2489,1.6166,2.0835,2.5387,3.1923,3.7351,4.5054,5.0482,6.0695,6.8574,7.8261,8.6957,9.6645,10.3356,10.9368,12.3024,13.1603,14.024,14.7069,15.483,16.0316,16.5335,17.2455,18.3544,19.4165,20.2569,21.0857,21.5759,21.9669,22.9298,23.7411,24.4647,25.1184,25.8187,26.2097,26.4607,26.7408,27.587,28.0772,28.6492,29.1978,29.6005,29.7522,30.2599,30.47,30.9661,31.3805,31.754,31.859,31.9524,32.2675,32.571,32.7344,33.0437,33.2013,33.2597,33.3414,33.4639,33.6565,33.8141,33.89,34.0242,34.0884,34.1351,34.2868,34.3743,34.5611,34.7245,34.8412,34.8704,34.9054,34.9346,34.993,35.0688,35.1564,35.1914,35.2031,35.2206,35.3081,35.3723,35.384,35.4365,35.4599,35.4715,35.5065,35.5357,35.5591,35.5824,35.5999,35.6466,35.6524,35.6524,35.6816,35.6933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0415,0.0829,0.0829,0.1037,0.1866,0.1866,0.1866,0.2281,0.2281,0.2488,0.2488,0.2696,0.2903,0.3525,0.3733,0.3733,0.394,0.394,0.394,0.394,0.394,0.4147,0.4147,0.4147,0.4147,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicarágua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0302,0.0302,0.0302,0.0302,0.0302,0.0453,0.0453,0.0453,0.0453,0.0453,0.0453,0.0453,0.0453,0.0453,0.0453,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.2566,0.2566,0.2566,0.2566,0.2566,0.2566,0.2566,0.5283,0.5283,0.5283,0.5283,0.5283,0.5283,0.5283,0.6944,0.6944,0.6944,0.6944,0.6944,0.6944,0.6944,0.8302,0.8302,0.8302,0.8302,0.8302,0.8302,0.8302,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,1.1171,1.1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Níger,0.0,0.0,0.0,0.0,0.0,0.0041,0.0041,0.0041,0.0041,0.0041,0.0124,0.0124,0.0207,0.0207,0.0207,0.033,0.0413,0.0413,0.0454,0.0454,0.0454,0.0454,0.0454,0.0496,0.0496,0.0578,0.0578,0.0578,0.0744,0.0785,0.0826,0.0826,0.0826,0.0909,0.0991,0.0991,0.1115,0.1198,0.1198,0.1281,0.1322,0.1322,0.1363,0.1446,0.1487,0.1529,0.157,0.157,0.1735,0.1818,0.1859,0.19,0.19,0.1942,0.2024,0.2066,0.2107,0.2107,0.2231,0.2272,0.2272,0.2396,0.2479,0.2479,0.252,0.252,0.2561,0.2603,0.2603,0.2644,0.2644,0.2644,0.2644,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2685,0.2727,0.2727,0.2727,0.2727,0.2768,0.2768,0.2768,0.2768,0.2768,0.2768,0.2768,0.2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.001,0.0019,0.0019,0.0024,0.0024,0.0029,0.0029,0.0034,0.0034,0.0049,0.0049,0.0049,0.0053,0.0058,0.0063,0.0082,0.0092,0.0102,0.0107,0.0107,0.0136,0.015,0.0155,0.017,0.0194,0.0194,0.0213,0.0247,0.0281,0.033,0.0412,0.0422,0.0451,0.0475,0.05,0.0519,0.0568,0.0621,0.0694,0.0728,0.0766,0.0796,0.081,0.083,0.0854,0.0883,0.0927,0.0931,0.097,0.1024,0.1072,0.1072,0.1096,0.113,0.1208,0.1232,0.1256,0.1266,0.1324,0.1392,0.145,0.1523,0.1528,0.1567,0.1615,0.1659,0.1717,0.1751,0.1771,0.1853,0.1877,0.1936,0.1974,0.2037,0.2057,0.2207,0.2275,0.2304,0.2362,0.2455,0.2513,0.2547,0.2586,0.2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedônia do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.096,0.096,0.144,0.144,0.144,0.192,0.288,0.336,0.432,0.528,0.528,0.576,0.816,0.864,1.104,1.248,1.392,1.44,1.536,1.632,1.632,1.824,2.112,2.16,2.208,2.352,2.352,2.448,2.5919,2.6399,2.6879,2.6879,2.7359,2.8319,2.9279,3.1199,3.4079,3.5039,3.6959,3.8879,3.9359,4.0319,4.0799,4.1279,4.2239,4.2719,4.3199,4.3679,4.3679,4.3679,4.4159,4.5599,4.5599,4.6559,4.7039,4.8479,4.9919,5.0879,5.2799,5.3279,5.3759,5.4239,5.4239,5.4239,5.5679,5.7119,5.8079,6.0479,6.2879,6.3839,6.7199,6.7679,6.9599,7.0559,7.1519,7.2479,7.3439,7.4879,7.5359,7.8718,8.1118,8.2078,8.5918,9.0238,9.2638,9.6478,10.0798,10.3678,10.6558,11.1838,11.4238,11.8558,12.0478,12.4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.0553,0.0553,0.0553,0.1107,0.1291,0.1291,0.1291,0.1291,0.1845,0.2214,0.2582,0.2582,0.3505,0.4243,0.4611,0.5903,0.7194,0.8116,0.9223,1.0883,1.1436,1.3097,1.4019,1.6417,1.863,1.9922,2.0844,2.1951,2.3611,2.4718,2.564,2.7669,2.8038,2.9698,3.0251,3.0436,3.3387,3.3572,3.4494,3.5785,3.6707,3.7076,3.7076,3.7814,3.7999,3.8183,3.8737,3.8737,3.8921,3.8921,3.9474,3.9659,3.9843,4.0028,4.0212,4.0397,4.0397,4.1319,4.2057,4.2241,4.2795,4.2795,4.2795,4.2795,4.2979,4.2979,4.3164,4.3348,4.3348,4.3348,4.3348,4.3348,4.3348,4.3348,4.3532,4.3532,4.3532,4.3532,4.3532,4.3717,4.3717,4.3901,4.3901,4.3901,4.3901,4.4086,4.4086,4.4086,4.4639,4.4639,4.4639,4.4639,4.4639,4.4639,4.4824,4.5008,4.5008,4.5008,4.5008,4.5746,4.5746,4.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.0196,0.0196,0.0196,0.0392,0.0392,0.0392,0.0392,0.0392,0.0587,0.0587,0.0587,0.0783,0.0783,0.0783,0.0783,0.0783,0.1175,0.1175,0.1371,0.1371,0.1567,0.1567,0.1762,0.1958,0.1958,0.1958,0.1958,0.1958,0.1958,0.2154,0.2154,0.235,0.235,0.235,0.2546,0.2546,0.2937,0.3133,0.3329,0.3329,0.3329,0.3329,0.3329,0.3525,0.3916,0.4112,0.4308,0.4896,0.5287,0.5875,0.6071,0.6658,0.705,0.7245,0.7245,0.7245,0.7637,0.7833,0.7833,0.8225,0.9595,0.9791,1.1554,1.312,1.312,1.4099,1.4099,1.4687,1.5862,1.6253,1.6449,1.7428,1.8799,1.9387,2.0366,2.1149,2.2324,2.2716,2.3303,2.4478,2.5065,2.5653,2.6828,2.7415,2.7807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0014,0.0014,0.0023,0.0027,0.0032,0.0036,0.0041,0.005,0.0054,0.0063,0.0095,0.0118,0.0122,0.0154,0.0181,0.0186,0.0213,0.024,0.0258,0.0276,0.0294,0.0299,0.0389,0.0412,0.0421,0.0435,0.0503,0.0579,0.0611,0.0647,0.0761,0.0797,0.091,0.096,0.1073,0.1145,0.1218,0.1272,0.1322,0.1412,0.1553,0.1743,0.1888,0.1992,0.2069,0.2155,0.2327,0.2553,0.2648,0.2712,0.2879,0.2983,0.3196,0.3336,0.3445,0.3486,0.3776,0.3776,0.3952,0.4088,0.4251,0.4459,0.4604,0.483,0.4984,0.5129,0.5283,0.5419,0.5546,0.5704,0.5962,0.6315,0.6714,0.6985,0.7338,0.7642,0.8013,0.8321,0.876,0.9063,0.9357,0.9833,1.0209,1.0666,1.115,1.115,1.1549,1.2354,1.2852,1.3468,1.4002,1.4618,1.5311,1.5849,1.6252,1.6728,1.6999,1.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panamá,0.0,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0232,0.0695,0.1391,0.1391,0.1854,0.1854,0.2086,0.3245,0.394,0.5562,0.6953,0.6953,0.7416,0.8575,0.9502,1.0661,1.2515,1.2747,1.3674,1.4601,1.5296,1.715,1.8309,2.0163,2.1786,2.2017,2.3872,2.5262,2.6884,2.7811,2.9202,3.152,3.2678,3.3837,3.5691,3.685,3.8241,3.8704,3.8704,4.1254,4.3571,4.4498,4.5657,4.5657,4.6352,4.867,5.0524,5.2147,5.3537,5.4928,5.655,5.7709,5.8404,5.9331,6.0258,6.1649,6.2344,6.3735,6.4662,6.5125,6.6516,6.7443,6.837,6.9297,7.0919,7.1846,7.2542,7.3005,7.4164,7.5554,7.6482,7.7872,7.9726,8.158,8.2739,8.413,8.5752,8.946,9.1083,9.2241,9.34,9.5718,9.6877,9.7572,9.9426,10.128,10.3829,10.5915,10.8928,11.0087,11.2405,11.4259,11.6113,12.0748,12.4225,12.6774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua-Nova Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.014,0.014,0.028,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0701,0.0701,0.0701,0.0701,0.0841,0.0841,0.0841,0.0841,0.0981,0.1122,0.1122,0.1122,0.1122,0.1122,0.1122,0.1122,0.1262,0.1262,0.1262,0.1262,0.1262,0.1262,0.1262,0.1262,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1402,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1542,0.1682,0.1823,0.1823,0.1823,0.1823,0.1823,0.1823,0.1823,0.1823,0.1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0152,0.0152,0.0152,0.0212,0.0273,0.0273,0.0334,0.0485,0.0546,0.0728,0.091,0.1152,0.1668,0.185,0.2214,0.2517,0.279,0.3245,0.367,0.4185,0.5126,0.549,0.5853,0.6551,0.6976,0.7704,0.831,0.9099,1.0554,1.2132,1.3496,1.4679,1.6074,1.7348,1.9229,2.123,2.2079,2.3717,2.5901,2.86,3.1876,3.409,3.6395,3.9003,4.0762,4.3795,4.6494,4.9345,5.1984,5.5017,5.7291,5.9475,6.2387,6.5783,6.8756,7.2547,7.652,8.0311,8.4587,8.8378,9.1715,9.5475,9.8387,10.2299,10.4817,11.0064,11.4886,12.08,12.4318,12.8291,13.2568,13.6662,14.0544,14.0544,14.843,15.2585,15.6558,16.0773,16.5747,16.8962,17.4027,17.9031,18.4642,18.4642,19.1315,20.284,20.8056,21.4001,22.0097,22.6284,23.2319,23.8415,24.3996,24.9395,25.4884,26.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filipinas,0.0,0.0,0.0,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0018,0.0046,0.0073,0.01,0.011,0.011,0.0173,0.0155,0.0164,0.0173,0.0228,0.0301,0.0319,0.0347,0.0411,0.0493,0.0621,0.0648,0.0712,0.0803,0.0876,0.0976,0.1241,0.1314,0.1387,0.1487,0.1615,0.1661,0.1853,0.2017,0.2254,0.271,0.2875,0.3057,0.3185,0.3303,0.3532,0.3623,0.3732,0.3906,0.3988,0.407,0.4216,0.4353,0.4508,0.4572,0.4663,0.4837,0.5092,0.5183,0.5284,0.5503,0.5539,0.5685,0.5813,0.6005,0.6251,0.6351,0.6424,0.6561,0.6625,0.6853,0.7045,0.7209,0.7355,0.7456,0.752,0.7583,0.7638,0.7684,0.772,0.7821,0.7875,0.7921,0.7967,0.8085,0.825,0.8405,0.8596,0.8669,0.8733,0.8761,0.8815,0.8888,0.898,0.9007,0.9071,0.9153,0.9226,0.9281,0.9372,0.9454,0.96,0.9801,0.9929,1.002,1.0066,1.0111,1.0184,1.0312,1.0495,1.0668,1.0741,1.0823,1.0987,,,,,,,,
Polónia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0053,0.0079,0.0079,0.0106,0.0132,0.0132,0.0132,0.0132,0.0132,0.0185,0.0211,0.0264,0.037,0.0423,0.0423,0.0476,0.0581,0.0819,0.0872,0.1136,0.1506,0.1876,0.2087,0.2484,0.2827,0.3408,0.4201,0.4598,0.4782,0.5496,0.613,0.6473,0.6949,0.7557,0.8297,0.8772,0.9169,0.9512,1.0041,1.0595,1.1256,1.1996,1.3053,1.3845,1.4136,1.4849,1.5748,1.6488,1.7016,1.7201,1.7545,1.7914,1.8443,1.8918,1.9368,1.9949,2.0504,2.0742,2.1138,2.1429,2.2168,2.275,2.3331,2.3965,2.4177,2.4441,2.4731,2.5048,2.5418,2.5683,2.5947,2.6237,2.6317,2.6607,2.7057,2.7162,2.7426,2.777,2.8034,2.8113,2.8378,2.8853,2.9461,2.9514,3.0042,3.0465,3.0571,3.0809,3.1258,3.1865,3.2103,3.2288,3.2685,3.2949,3.3187,3.3609,3.3979,3.4772,3.5248,3.5565,3.5829,3.5908,3.6331,3.6886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
